time_s,heat_balance,moisture_balance,heat_quadrature_difference,moisture_quadrature_difference
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,4.612211612646705610e-17,2.434224721898614294e-14,5.597266203397268737e-20,5.761991513028073413e-21
2.000000000000000000e+00,1.773953491733869555e-16,4.617925188348796504e-14,9.996664044316646307e-20,1.263894405660618831e-20
3.000000000000000000e+00,3.822052211112066043e-16,6.604210717612641954e-14,1.315409059692597634e-19,1.588278959602982658e-20
4.000000000000000000e+00,6.731682313421069792e-16,8.640838336218652867e-14,1.824089670256480585e-19,2.314900360433877834e-20
5.000000000000000000e+00,1.034739248755078947e-15,1.059397659321414833e-13,2.357307135555778158e-19,2.833915646741660016e-20
6.000000000000000000e+00,1.492234454494905358e-15,1.259192578586587969e-13,2.825524515733897764e-19,4.183355391141893872e-20
7.000000000000000000e+00,2.008848154562260128e-15,1.449968479272844680e-13,3.153083999809125236e-19,4.702370677449675753e-20
8.000000000000000000e+00,2.572099164606431257e-15,1.630446653807631579e-13,3.560124829284959554e-19,5.325189021019014734e-20
9.000000000000000000e+00,3.189574327399816921e-15,1.805204677051452646e-13,4.223794063380026265e-19,6.155613479111466105e-20
1.000000000000000000e+01,3.907757621416153487e-15,1.987880774783299783e-13,4.534734720689671435e-19,6.674628765419249191e-20
1.100000000000000000e+01,4.616848357299845448e-15,2.150940771438317716e-13,5.674449043222007911e-19,7.608856280773255856e-20
1.200000000000000000e+01,5.168443106479873337e-15,2.264702791394392049e-13,6.024166962984677651e-19,8.439280738865706626e-20
1.300000000000000000e+01,5.575746778001489251e-15,2.342342478879720530e-13,7.109448606545689238e-19,9.269705196958159803e-20
1.400000000000000000e+01,5.880667938286520494e-15,2.396595364818458773e-13,7.776610202787145613e-19,9.269705196958159803e-20
1.500000000000000000e+01,6.115265137998936535e-15,2.435362342098175120e-13,8.590691861738815212e-19,1.010012965505061057e-19
1.600000000000000000e+01,6.299201609093716350e-15,2.463693479591970147e-13,8.990507114360048865e-19,1.010012965505061057e-19
1.700000000000000000e+01,6.447160376305803386e-15,2.484869141325763143e-13,9.498706019800291547e-19,1.010012965505061057e-19
