time_s,heat_balance,moisture_balance,heat_quadrature_difference,moisture_quadrature_difference
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,7.996391217125609163e-17,2.450449769792726888e-14,6.627310766673347551e-20,5.129378276482272383e-21
2.000000000000000000e+00,3.178057981532235187e-16,4.577935013282622697e-14,1.409501971232864870e-19,8.924677557607929349e-21
3.000000000000000000e+00,7.317400988611554479e-16,6.720500415328414480e-14,2.156024486594018145e-19,1.307679984807018621e-20
4.000000000000000000e+00,1.270937996017165205e-15,8.689217758123876273e-14,2.698996480647026232e-19,1.722892213853244457e-20
5.000000000000000000e+00,1.963641427509180994e-15,1.065219578553555477e-13,3.260664654811313748e-19,2.345710557422583136e-20
6.000000000000000000e+00,2.754876449537926458e-15,1.249600619715473206e-13,4.133996043970707558e-19,2.657119729207252326e-20
7.000000000000000000e+00,3.703158196966311081e-15,1.436798121690941987e-13,4.405436881141870883e-19,4.110362530869042678e-20
8.000000000000000000e+00,4.812720152594373213e-15,1.625962256088073549e-13,5.657388497482336617e-19,4.966737753276883625e-20
9.000000000000000000e+00,6.122520784724682610e-15,1.821989779037419967e-13,6.289385619698070199e-19,4.966737753276883625e-20
1.000000000000000000e+01,7.479013926172916360e-15,2.002808942258221085e-13,7.186561412477646016e-19,5.875014504315502520e-20
1.100000000000000000e+01,8.783429555915055086e-15,2.160672165605457817e-13,8.080606121953559842e-19,6.290226733361727303e-20
1.200000000000000000e+01,9.834989270558012030e-15,2.276815819717336124e-13,8.616262219441285826e-19,7.120651191454179277e-20
1.300000000000000000e+01,1.060708085442721858e-14,2.354705301240093365e-13,9.495855775207998320e-19,7.951075649546630047e-20
1.400000000000000000e+01,1.118604834353709049e-14,2.408644953385865477e-13,9.944804950440517273e-19,8.470090935854411928e-20
1.500000000000000000e+01,1.163435285898230049e-14,2.447230863029985238e-13,1.086197150585115439e-18,8.677697050377524922e-20
1.600000000000000000e+01,1.198247670357515589e-14,2.475487987475653037e-13,1.174445529235970946e-18,9.611924565731533994e-20
1.700000000000000000e+01,1.226163817134274512e-14,2.496592279484465955e-13,1.270593871914523207e-18,1.002713679477775998e-19
1.800000000000000000e+01,1.248552669888005237e-14,2.512634607666015373e-13,1.382927506747380421e-18,1.002713679477775998e-19
1.900000000000000000e+01,1.266905837480670178e-14,2.525029149904157020e-13,1.416261501303271251e-18,1.127277348191643674e-19
2.000000000000000000e+01,1.281939684694658980e-14,2.534740719147691487e-13,1.477341710980828484e-18,1.210319794000888871e-19
2.100000000000000000e+01,1.294669879406373703e-14,2.542443362799204760e-13,1.530136592531777133e-18,1.293362239810134069e-19
2.200000000000000000e+01,1.305577269209473400e-14,2.548612879025227999e-13,1.623780068567400958e-18,1.376404685619379025e-19
2.300000000000000000e+01,1.314504842644803818e-14,2.553627263035839291e-13,1.662894524606972321e-18,1.438686519976312803e-19
2.400000000000000000e+01,1.322222937183839341e-14,2.557732343883745661e-13,1.782550077319158351e-18,1.490588048607090991e-19
2.500000000000000000e+01,1.329018589400345397e-14,2.561099937573528931e-13,1.830527907633706620e-18,1.552869882964025250e-19
2.600000000000000000e+01,1.334975211631997497e-14,2.563930936664390564e-13,1.925712840064978343e-18,1.615151717320959028e-19
2.700000000000000000e+01,1.340210562473161410e-14,2.566283494265573380e-13,1.971185803736598176e-18,1.625532023047114617e-19
2.800000000000000000e+01,1.344351739708346296e-14,2.568271273272415368e-13,2.065792690019502539e-18,1.667053245951737216e-19
2.900000000000000000e+01,1.348605768929798095e-14,2.569970930056191409e-13,2.144021602098644879e-18,1.667053245951737216e-19
3.000000000000000000e+01,1.352050207814987498e-14,2.571400967878933056e-13,2.202596945133273869e-18,1.708574468856359815e-19
3.100000000000000000e+01,1.355146277525179080e-14,2.572645973081356637e-13,2.269650298343967743e-18,1.729335080308670994e-19
3.200000000000000000e+01,1.357849818587485817e-14,2.573703302340315001e-13,2.287762410992833002e-18,1.750095691760982173e-19
3.300000000000000000e+01,1.360479760528314126e-14,2.574649612027083031e-13,2.337089015653573062e-18,1.843518443296382959e-19
3.400000000000000000e+01,1.362432590551541115e-14,2.575469042202775814e-13,2.395664358688202051e-18,1.905800277653316737e-19
3.500000000000000000e+01,1.364400140399063884e-14,2.576151019574804252e-13,2.526302788219381017e-18,1.957701806284094925e-19
3.600000000000000000e+01,1.365931002125814625e-14,2.576764270545000265e-13,2.560600193022552000e-18,2.040744252093340363e-19
3.700000000000000000e+01,1.367422610987777039e-14,2.577314081759658655e-13,2.681219155982018376e-18,2.123786697902585561e-19
3.800000000000000000e+01,1.368845527336359565e-14,2.577789879926190323e-13,2.716672653081925234e-18,2.186068532259519579e-19
3.900000000000000000e+01,1.370121245441985235e-14,2.578212811629773467e-13,2.821491687985998102e-18,2.227589755164141937e-19
4.000000000000000000e+01,1.371583414655356088e-14,2.578604023455588304e-13,2.897023051372756475e-18,2.289871589521075955e-19
4.100000000000000000e+01,1.372554923058871121e-14,2.578926508879570716e-13,2.972554414759514848e-18,2.393674646782632332e-19
4.200000000000000000e+01,1.373614750408160046e-14,2.579233134364668723e-13,3.039607767970208337e-18,2.466336786865721699e-19
4.300000000000000000e+01,1.374625511676463564e-14,2.579513326618292720e-13,3.097027018708101066e-18,2.507858009770344057e-19
4.400000000000000000e+01,1.375577393647584275e-14,2.579772372286737509e-13,3.189514402446989208e-18,2.549379232674966896e-19
4.500000000000000000e+01,1.376107307322228738e-14,2.579994411431118685e-13,3.273909140108724681e-18,2.611661067031900433e-19
4.600000000000000000e+01,1.376882551401801348e-14,2.580190017344025851e-13,3.371020893034556710e-18,2.673942901388834933e-19
4.700000000000000000e+01,1.377716674778556605e-14,2.580364476671754315e-13,3.424201138684416997e-18,2.788126264376546658e-19
4.800000000000000000e+01,1.378531171722917542e-14,2.580533649353187471e-13,3.517844614720040629e-18,2.840027793007324846e-19
4.900000000000000000e+01,1.379070898613759244e-14,2.580681675449441925e-13,3.639234305877331050e-18,2.902309627364258865e-19
