time_s,heat_balance,moisture_balance,heat_quadrature_difference,moisture_quadrature_difference
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,9.558561320161580276e-17,2.434232982283449764e-14,6.566462577770601419e-20,7.303974397791304839e-21
2.000000000000000000e+00,3.909734831148369913e-16,4.617918580040928002e-14,1.454229516244057386e-19,2.027935655548585640e-20
3.000000000000000000e+00,8.448458487656404198e-16,6.604180980227234640e-14,1.880914882793337296e-19,2.923237024429509747e-20
4.000000000000000000e+00,1.504198911680238492e-15,8.640692953445547076e-14,2.764362079549171702e-19,3.442252310737292230e-20
5.000000000000000000e+00,2.323099536809710328e-15,1.059369904428367123e-13,3.425803427447402831e-19,4.078046036464325396e-20
6.000000000000000000e+00,3.350471206841794941e-15,1.259174075324556415e-13,4.392585610592964069e-19,4.700864380033664377e-20
7.000000000000000000e+00,4.508933645432133880e-15,1.449955923487894588e-13,5.436922318644572523e-19,5.116076609079889762e-20
8.000000000000000000e+00,5.781444056013384511e-15,1.630438723838189376e-13,6.048687825667424433e-19,5.531288838126115748e-20
9.000000000000000000e+00,7.169965081824970667e-15,1.805196747082010443e-13,6.711032370672480043e-19,5.738894952649228742e-20
1.000000000000000000e+01,8.785594596738545308e-15,1.987890026414315561e-13,6.930930759614159129e-19,6.206008710326232676e-20
1.100000000000000000e+01,1.038519176969007382e-14,2.150946058084612517e-13,7.698287021572743330e-19,7.036433168418683446e-20
1.200000000000000000e+01,1.161417443317697157e-14,2.264727902964292484e-13,8.240686990791430192e-19,7.866857626511135420e-20
1.300000000000000000e+01,1.253074109250828616e-14,2.342380807065357465e-13,9.289840750079439411e-19,7.866857626511135420e-20
1.400000000000000000e+01,1.322286723089120529e-14,2.396625763034653758e-13,9.918947641553333304e-19,8.697282084603586190e-20
1.500000000000000000e+01,1.375654672725136530e-14,2.435392740314370105e-13,1.053167655882346479e-18,9.112494313649812176e-20
1.600000000000000000e+01,1.417849049068706125e-14,2.463733129439180909e-13,1.148641611387802460e-18,9.942918771742264150e-20
1.700000000000000000e+01,1.451264276871926399e-14,2.484882357941499895e-13,1.248161889931834775e-18,9.942918771742264150e-20
1.800000000000000000e+01,1.477836013029679922e-14,2.500951119354522818e-13,1.349994353069339612e-18,1.077334322983471612e-19
1.900000000000000000e+01,1.499604179858943021e-14,2.513372094824138979e-13,1.421864757516433480e-18,1.165566921655794484e-19
2.000000000000000000e+01,1.518170784903895119e-14,2.523118027268589407e-13,1.507704610549088894e-18,1.258989673191195271e-19
2.100000000000000000e+01,1.533140846212602575e-14,2.530823314243250332e-13,1.585837181603503276e-18,1.342032119000440468e-19
2.200000000000000000e+01,1.546226770011463087e-14,2.537016620377599928e-13,1.723893870038739016e-18,1.347222271863518383e-19
2.300000000000000000e+01,1.556986961571605770e-14,2.542023074418768764e-13,1.780446051554080127e-18,1.409504106220452161e-19
2.400000000000000000e+01,1.566385569384398161e-14,2.546125511943527987e-13,1.890178478719280947e-18,1.476976093440463854e-19
2.500000000000000000e+01,1.574182169653010495e-14,2.549516895541637613e-13,1.927366114264292196e-18,1.482166246303541769e-19
2.600000000000000000e+01,1.581002354910009413e-14,2.552339964663057295e-13,2.049526533619406663e-18,1.487356399166619443e-19
2.700000000000000000e+01,1.587145428249406855e-14,2.554708382203124516e-13,2.110221379198051874e-18,1.528877622071242283e-19
2.800000000000000000e+01,1.592572136806414492e-14,2.556693517886818851e-13,2.213884321805388481e-18,1.554828386386631136e-19
2.900000000000000000e+01,1.596968457662724764e-14,2.558377314731710486e-13,2.296159556923107348e-18,1.601539762154331650e-19
