time_s,heat_balance,moisture_balance,heat_quadrature_difference,moisture_quadrature_difference
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,5.882831445794980316e-17,3.048638754279443091e-14,6.416866676953784961e-20,5.119795627305752123e-21
2.000000000000000000e+00,2.309599847949788596e-16,5.751309462565838003e-14,1.122507410834986300e-19,1.086140223208559415e-20
3.000000000000000000e+00,5.075506582490533212e-16,8.234543047694149136e-14,2.157541188686296240e-19,2.020367738562567133e-20
4.000000000000000000e+00,8.986314734160462880e-16,1.071459142842984716e-13,2.800497102464840287e-19,2.331776910347236323e-20
5.000000000000000000e+00,1.404242104822379814e-15,1.321711136007235131e-13,3.533291021802252633e-19,2.746989139393462610e-20
6.000000000000000000e+00,2.009217683484682964e-15,1.565742728974874523e-13,4.162879618399786314e-19,3.577413597485913982e-20
7.000000000000000000e+00,2.704108388868135242e-15,1.800872270412869792e-13,4.758267151218876296e-19,3.785019712009026976e-20
8.000000000000000000e+00,3.488288628440169534e-15,2.032075816146194537e-13,5.222149185284235406e-19,4.926853341886147236e-20
9.000000000000000000e+00,4.351382459387361617e-15,2.256101417872764217e-13,6.068505087519786184e-19,4.926853341886147236e-20
1.000000000000000000e+01,5.265673679212969605e-15,2.469373981035724966e-13,6.634990312920473983e-19,5.342065570932373223e-20
1.100000000000000000e+01,6.365729081650070975e-15,2.701959984775138141e-13,7.305523845027410797e-19,6.276293086286381693e-20
1.200000000000000000e+01,7.202213763552758988e-15,2.863065243962656218e-13,7.880198057529980764e-19,7.521929773425057246e-20
1.300000000000000000e+01,7.832835569420224016e-15,2.973651311157133978e-13,8.522310987342153738e-19,8.456157288779066318e-20
1.400000000000000000e+01,8.306862977822137768e-15,3.050989659803659002e-13,8.881663009577624045e-19,8.456157288779066318e-20
1.500000000000000000e+01,8.676858028014324993e-15,3.106417502881415078e-13,1.001656028087356072e-18,9.701793975917744279e-20
1.600000000000000000e+01,8.962839681038914401e-15,3.146997799840245455e-13,1.024777874022077819e-18,1.032461231948708206e-19
1.700000000000000000e+01,9.193683325555930914e-15,3.177322002987177272e-13,1.145685860055728260e-18,1.115503677757953523e-19
1.800000000000000000e+01,9.380453362827629903e-15,3.200355920893589861e-13,1.202141700546341028e-18,1.157024900662575881e-19
1.900000000000000000e+01,9.530840901048503338e-15,3.218158702291304785e-13,1.308502191846061987e-18,1.240067346471821079e-19
2.000000000000000000e+01,9.656253804047706027e-15,3.232120735155852929e-13,1.361297073397010444e-18,1.281588569376443677e-19
2.100000000000000000e+01,9.759071776753036593e-15,3.243204189112886224e-13,1.465634403177443139e-18,1.281588569376443677e-19
2.200000000000000000e+01,9.847292590365151333e-15,3.252085754888138304e-13,1.502725697697726238e-18,1.406152238090311233e-19
2.300000000000000000e+01,9.926043650347044366e-15,3.259275593849056800e-13,1.535481646105249130e-18,1.489194683899556430e-19
2.400000000000000000e+01,9.995521221022658905e-15,3.265180777760340448e-13,1.586927753310005603e-18,1.613758352613424467e-19
2.500000000000000000e+01,1.005685382225466250e-14,3.270044492351549633e-13,1.667854214081532294e-18,1.639709116928813320e-19
2.600000000000000000e+01,1.010383459479837889e-14,3.274064986858739678e-13,1.696178475351566828e-18,1.686420492696513834e-19
2.700000000000000000e+01,1.014612955660796826e-14,3.277461657103144106e-13,1.737894139058794199e-18,1.774653091368836946e-19
2.800000000000000000e+01,1.018238939045632871e-14,3.280332306041216500e-13,1.856682622548428034e-18,1.800603855684225800e-19
2.900000000000000000e+01,1.021428234309697045e-14,3.282764163336821345e-13,1.905431181060800349e-18,1.888836454356548912e-19
3.000000000000000000e+01,1.024435985074114577e-14,3.284820668745495758e-13,1.985779595683959295e-18,1.951118288713482690e-19
3.100000000000000000e+01,1.026575266205086908e-14,3.286570548669072164e-13,2.036647656740347446e-18,2.127583486058128674e-19
3.200000000000000000e+01,1.029190488321619594e-14,3.288098389448267395e-13,2.142622783941156574e-18,2.252147154771996470e-19
3.300000000000000000e+01,1.030996120101889726e-14,3.289441197607144559e-13,2.185398198920392056e-18,2.335189600581241667e-19
3.400000000000000000e+01,1.032625113990611757e-14,3.290609546438293764e-13,2.243010131707740700e-18,2.459753269295109223e-19
3.500000000000000000e+01,1.035024445350807699e-14,3.291645729112073426e-13,2.274031941670159586e-18,2.584316938008977260e-19
3.600000000000000000e+01,1.036138245389180890e-14,3.292533885689598634e-13,2.393687494382345616e-18,2.667359383818222457e-19
3.700000000000000000e+01,1.037394337062412396e-14,3.293316309341227803e-13,2.427599535086604383e-18,2.708880606722844815e-19
3.800000000000000000e+01,1.038532670141278449e-14,3.293987713420666638e-13,2.516618641935283743e-18,2.833444275436712370e-19
3.900000000000000000e+01,1.039435486031413436e-14,3.294595677744567849e-13,2.574230574722632773e-18,2.833444275436712370e-19
4.000000000000000000e+01,1.040740643785630509e-14,3.295145488959226239e-13,2.641091245883870732e-18,2.874965498341335210e-19
4.100000000000000000e+01,1.041260744244077890e-14,3.295653007003526214e-13,2.691188578742434837e-18,3.041050389959825123e-19
4.200000000000000000e+01,1.041663086108159817e-14,3.296070652060815060e-13,2.731073762979830052e-18,3.165614058673692678e-19
4.300000000000000000e+01,1.042879924916602839e-14,3.296440717301450690e-13,2.838012300427919141e-18,3.295367880250638630e-19
4.400000000000000000e+01,1.043301893213079088e-14,3.296789635956907112e-13,2.912772935616853469e-18,3.419931548964506185e-19
4.500000000000000000e+01,1.043939752265891923e-14,3.297112121380889019e-13,2.998709129674236647e-18,3.508164147636829298e-19
4.600000000000000000e+01,1.045038832479969333e-14,3.297434606804871432e-13,3.039557724158912208e-18,3.591206593446074495e-19
4.700000000000000000e+01,1.045117338209546302e-14,3.297698939119611023e-13,3.162296189662394420e-18,3.632727816350696853e-19
4.800000000000000000e+01,1.046049593748272850e-14,3.297936838202877109e-13,3.194281409872092881e-18,3.653488427803008032e-19
4.900000000000000000e+01,1.046873903908831026e-14,3.298137730762079077e-13,3.268656680962115379e-18,3.700199803570708787e-19
5.000000000000000000e+01,1.046805211395451139e-14,3.298301616797217432e-13,3.317983285622855824e-18,3.762481637927642805e-19
5.100000000000000000e+01,1.047011288935590643e-14,3.298454929539766688e-13,3.427041325614961134e-18,3.845524083736888002e-19
5.200000000000000000e+01,1.047658961204600560e-14,3.298608242282315439e-13,3.466155781654532689e-18,3.892235459504588276e-19
5.300000000000000000e+01,1.047600081907417912e-14,3.298740408439685487e-13,3.518179935007656715e-18,3.985658211039988822e-19
5.400000000000000000e+01,1.048738414986283807e-14,3.298877861243349832e-13,3.599299077828639706e-18,4.027179433944611661e-19
5.500000000000000000e+01,1.048640282824312674e-14,3.298994167461835474e-13,3.645157405599171369e-18,4.027179433944611661e-19
5.600000000000000000e+01,1.049170196498957137e-14,3.299142193558089928e-13,3.703347384534888529e-18,4.110221879753856858e-19
5.700000000000000000e+01,1.049405713687688044e-14,3.299258499776575065e-13,3.766932460855373621e-18,4.156933255521557131e-19
5.800000000000000000e+01,1.049464592984870850e-14,3.299364232702471104e-13,3.846895511379620352e-18,4.156933255521557131e-19
5.900000000000000000e+01,1.049739363038390242e-14,3.299448819043187934e-13,3.889092880210488473e-18,4.239975701330801847e-19
6.000000000000000000e+01,1.050171144551063572e-14,3.299543978676493864e-13,3.953448684728797225e-18,4.281496924235424687e-19
6.100000000000000000e+01,6.765893834652605785e-12,1.032514798580078193e-12,3.994935350336231912e-18,4.324361301933714881e-19
6.200000000000000000e+01,6.674955152682536721e-12,1.032440785531951168e-12,4.051198508777388380e-18,4.355502219112182372e-19
6.300000000000000000e+01,6.561522027752455658e-12,1.032185969180542018e-12,4.154283405236357243e-18,4.360692371975259324e-19
6.400000000000000000e+01,6.412481647851122799e-12,1.031407774845948589e-12,4.214400204666634323e-18,4.360692371975259324e-19
6.500000000000000000e+01,6.315590465200203495e-12,1.030340929623659480e-12,4.279141373283855676e-18,4.360692371975259324e-19
6.600000000000000000e+01,6.152989986893365217e-12,1.028161774020945864e-12,4.345423998296725119e-18,4.360692371975259324e-19
6.700000000000000000e+01,6.049191673889941141e-12,1.025618897153150482e-12,4.381166518470817198e-18,4.381452983427570984e-19
6.800000000000000000e+01,5.853671191735270068e-12,1.020259295139489282e-12,4.449761328077158392e-18,4.422974206332193342e-19
6.900000000000000000e+01,5.733550752495499267e-12,1.015573211863784937e-12,4.469414897121671742e-18,4.422974206332193342e-19
7.000000000000000000e+01,5.577720608307378254e-12,1.007618923848639598e-12,4.564985193651855680e-18,4.589059097950683737e-19
7.100000000000000000e+01,5.367555471093095927e-12,9.959153462812269979e-13,4.703716269260187701e-18,4.589059097950683737e-19
7.200000000000000000e+01,5.232707749513334405e-12,9.861561972210394136e-13,4.768457437877409824e-18,4.796665212473796489e-19
7.300000000000000000e+01,5.162430794246302814e-12,9.789885621745591872e-13,4.864798462605417422e-18,4.796665212473796489e-19
7.400000000000000000e+01,5.176232494034580901e-12,9.773031793357791621e-13,4.932622544013934956e-18,4.879707658283042168e-19
7.500000000000000000e+01,5.237231445915882886e-12,9.793861179759276858e-13,5.012778276587637987e-18,4.879707658283042168e-19
7.600000000000000000e+01,5.276457618756309630e-12,9.807944805488604941e-13,5.155073970110905399e-18,4.882302734714580644e-19
7.700000000000000000e+01,5.297672222059892389e-12,9.813220878490808171e-13,5.364712039919051905e-18,4.903063346166892305e-19
7.800000000000000000e+01,5.338668306573631529e-12,9.830212159682272262e-13,5.438701946910161803e-18,5.069148237785382700e-19
7.900000000000000000e+01,5.431207327841127820e-12,9.873404059910730244e-13,5.469531074823125158e-18,5.152190683594627415e-19
8.000000000000000000e+01,5.564670993408447032e-12,9.939793764080738666e-13,5.549686807396827419e-18,5.152190683594627415e-19
8.100000000000000000e+01,5.709471671383976785e-12,1.002116582385019049e-12,5.673123745329588141e-18,5.152190683594627415e-19
8.200000000000000000e+01,5.797853814270371850e-12,1.008218429538469025e-12,5.688538309286069049e-18,5.193711906499249773e-19
8.300000000000000000e+01,5.853239999015568443e-12,1.012992271142666981e-12,5.734782001155512542e-18,5.359796798117740168e-19
8.400000000000000000e+01,5.899309908831867354e-12,1.017344238372540652e-12,5.839601036059585795e-18,5.442839243926985847e-19
8.500000000000000000e+01,5.954820132629795161e-12,1.022484973229597154e-12,5.844225405246530068e-18,5.442839243926985847e-19
8.600000000000000000e+01,6.062743921722488591e-12,1.032443957519727948e-12,5.918215312237640735e-18,5.608924135545476242e-19
8.700000000000000000e+01,6.183242366050173125e-12,1.044531345608142461e-12,6.098565710528471977e-18,5.650445358450098600e-19
8.800000000000000000e+01,6.283850598732237134e-12,1.055522283255016773e-12,6.135560664024026925e-18,5.650445358450098600e-19
8.900000000000000000e+01,6.380836184522972050e-12,1.067620244636020890e-12,6.209550571015137593e-18,5.816530250068588994e-19
9.000000000000000000e+01,6.452232435229446629e-12,1.078438837613685163e-12,6.342115821040874939e-18,6.148700033305568821e-19
9.100000000000000000e+01,6.499832814243847981e-12,1.086424845506599112e-12,6.369862036162541343e-18,6.148700033305568821e-19
9.200000000000000000e+01,6.544495116328831484e-12,1.094127489158112485e-12,6.443851943153652781e-18,6.148700033305568821e-19
9.300000000000000000e+01,6.601790167888692311e-12,1.103748128085376561e-12,6.484315173539415741e-18,6.153890186168646736e-19
9.400000000000000000e+01,6.661361100548989464e-12,1.113901660959155662e-12,6.582968382860895091e-18,6.236932631977891452e-19
9.500000000000000000e+01,6.742870459339568849e-12,1.128080446321790180e-12,6.656958289852006529e-18,6.403017523596382810e-19
9.600000000000000000e+01,6.836985875656970403e-12,1.145936622847082654e-12,6.689328874160617205e-18,6.569102415214873204e-19
9.700000000000000000e+01,6.909273951451439806e-12,1.160302555488552857e-12,6.692411786951913387e-18,6.569102415214873204e-19
9.800000000000000000e+01,6.999982611633848316e-12,1.180274447861021525e-12,6.766401693943023284e-18,6.569102415214873204e-19
9.900000000000000000e+01,7.053739802490323036e-12,1.193101966430706894e-12,6.834225775351541589e-18,6.652144861024117920e-19
1.000000000000000000e+02,7.110230955379315698e-12,1.207485873669579322e-12,6.846557426516725544e-18,6.818229752642608315e-19
1.010000000000000000e+02,7.155389806203873732e-12,1.219496076722089828e-12,6.908215682342651486e-18,6.859750975547230673e-19
1.020000000000000000e+02,7.191507152153052473e-12,1.229116715649353905e-12,6.984517773927234675e-18,6.859750975547230673e-19
1.030000000000000000e+02,7.244122477172830449e-12,1.243211972000530856e-12,6.984517773927234675e-18,6.859750975547230673e-19
1.040000000000000000e+02,7.285056934688850830e-12,1.254373139658097486e-12,7.046176029753159846e-18,6.859750975547230673e-19
1.050000000000000000e+02,7.354897201835110379e-12,1.273932673619572210e-12,7.120165936744269743e-18,7.025835867165721068e-19
