time_s,radius_m,Cmax,argmax_xi,argmax_radius_m,center_C,mean_C,surface_C,Cmin,Tmin_C,Tmax_C,radial_increase,relative_balance
8.7069135307508517e-06,0.02,2.5499999999999998,0,0,2.5499999999999998,2.5499999982374675,2.5499910240317489,2.5499910240317489,28,28.000000000001904,0,6.5602720631068218e-16
1.7413827061501703e-05,0.02,2.5499999999999998,0,0,2.5499999999999998,2.5499999964749422,2.549982103868436,2.549982103868436,28,28.000000000005773,0,1.5273884669547768e-15
3.4667640945629713e-05,0.02,2.5499999999999998,0,0,2.5499999999999998,2.5499999929822978,2.5499645728827556,2.5499645728827556,28,28.000000000017881,0,2.1318920889994432e-15
5.1921454829757726e-05,0.02,2.5499999999999998,0,0,2.5499999999999998,2.549999989489677,2.5499472503727127,2.5499472503727127,28,28.000000000035584,0,2.3941661285429616e-15
6.9175268713885738e-05,0.02,2.5499999999999998,0,0,2.5499999999999998,2.5499999859970783,2.5499301402553058,2.5499301402553058,28,28.000000000058094,0,2.2065996021353468e-15
0.00011577450164971579,0.02,2.5499999999999998,0,0,2.5499999999999998,2.5499999765643584,2.5498849648658393,2.5498849648658393,28,28.000000000137014,0,1.7985361922794334e-15
0.00016237373458554585,0.02,2.5499999999999998,0,0,2.5499999999999998,2.5499999671318045,2.5498412543498135,2.5498412543498135,28,28.000000000238508,0,1.6153727615796708e-15
0.0002089729675213759,0.02,2.5499999999999998,0,0,2.5499999999999998,2.5499999576994101,2.5497989395171317,2.5497989395171317,28,28.000000000357993,0,1.0927232138235959e-15
0.00029036319721003489,0.02,2.5499999999999998,0,0,2.5499999999999998,2.5499999412251593,2.5497281867987009,2.5497281867987009,28,28.000000000603119,0,7.324277946654894e-16
0.00037175342689869386,0.02,2.5499999999999998,0,0,2.5499999999999998,2.5499999247513583,2.5496611501785593,2.5496611501785593,28,28.000000000886782,0,1.0294930539867464e-15
0.00045314365658735283,0.02,2.5499999999999998,0,0,2.5499999999999998,2.5499999082779827,2.5495975138235454,2.5495975138235454,28,28.000000001204459,0,1.3049280231219356e-15
0.00053453388627601179,0.02,2.5499999999999998,0,0,2.5499999999999998,2.5499998918050104,2.5495369961142695,2.5495369961142695,28,28.000000001553218,0,1.2235256378276751e-15
0.00066919357772830021,0.02,2.5499999999999998,0,0,2.5499999999999998,2.5499998645514026,2.5494430493717912,2.5494430493717912,28,28.000000002191474,0,9.6919782540275989e-16
0.00080385326918058862,0.02,2.5499999999999998,0,0,2.5499999999999998,2.5499998372987704,2.5493559529462839,2.5493559529462839,28,28.000000002899359,0,1.1133351571588212e-15
0.00093851296063287703,0.02,2.5499999999999998,0,0,2.5499999999999998,2.5499998100470425,2.5492748529902793,2.5492748529902793,28,28.00000000367066,0,8.0993173759473708e-16
0.0010731726520851654,0.02,2.5499999999999998,0,0,2.5499999999999998,2.5499997827961596,2.549199013784607,2.549199013784607,28,28.000000004500354,0,7.3861584389092992e-16
0.001207832343537454,0.02,2.5499999999999998,0,0,2.5499999999999998,2.5499997555460689,2.5491278025333814,2.5491278025333814,28,28.000000005384425,0,9.0893198726801868e-16
0.0013856123404135581,0.02,2.5499999999999998,0,0,2.5499999999999998,2.5499997195711717,2.5490399653240252,2.5490399653240252,28,28.000000006629637,0,5.7909986952916788e-16
