time_s,radius_cm,numerical,series,absolute_error
1.000000000000000000e+02,1.700000000000000178e+00,2.549695065758084578e+00,2.549695066654531050e+00,8.964464726091136981e-10
1.000000000000000000e+02,1.800000000000000044e+00,2.543260573888161957e+00,2.543260576003816276e+00,2.115654318401993805e-09
1.000000000000000000e+02,1.900000000000000133e+00,2.485184177869613986e+00,2.485184165387779309e+00,1.248183467694730098e-08
1.000000000000000000e+02,2.000000000000000000e+00,2.250799183659552227e+00,2.250799157778456738e+00,2.588109548895545231e-08
3.000000000000000000e+02,0.000000000000000000e+00,2.550000000000000266e+00,2.550000000000009592e+00,9.325873406851314940e-15
3.000000000000000000e+02,1.000000000000000056e-01,2.550000000000000266e+00,2.550000000000008704e+00,8.437694987151189707e-15
3.000000000000000000e+02,2.000000000000000111e-01,2.549999999999999378e+00,2.550000000000008260e+00,8.881784197001252323e-15
3.000000000000000000e+02,3.000000000000000444e-01,2.549999999999999378e+00,2.550000000000009592e+00,1.021405182655144017e-14
3.000000000000000000e+02,4.000000000000000222e-01,2.549999999999998934e+00,2.550000000000006484e+00,7.549516567451064475e-15
3.000000000000000000e+02,5.000000000000000000e-01,2.549999999999999378e+00,2.550000000000004707e+00,5.329070518200751394e-15
3.000000000000000000e+02,6.000000000000000888e-01,2.549999999999999378e+00,2.550000000000004263e+00,4.884981308350688778e-15
3.000000000000000000e+02,7.000000000000000666e-01,2.549999999999992273e+00,2.549999999999996270e+00,3.996802888650563546e-15
3.000000000000000000e+02,8.000000000000000444e-01,2.549999999999531752e+00,2.549999999999533973e+00,2.220446049250313081e-15
3.000000000000000000e+02,9.000000000000000222e-01,2.549999999974854603e+00,2.549999999974853271e+00,1.332267629550187849e-15
3.000000000000000000e+02,1.000000000000000000e+00,2.549999999017011465e+00,2.549999999017024788e+00,1.332267629550187849e-14
3.000000000000000000e+02,1.100000000000000089e+00,2.549999972011070426e+00,2.549999972011344873e+00,2.744471316873386968e-13
3.000000000000000000e+02,1.200000000000000178e+00,2.549999418420986874e+00,2.549999418424538700e+00,3.551825500380800804e-12
3.000000000000000000e+02,1.300000000000000044e+00,2.549991155631233131e+00,2.549991155662440612e+00,3.120748104379345023e-11
3.000000000000000000e+02,1.400000000000000133e+00,2.549901162871448523e+00,2.549901163054161923e+00,1.827133999654506624e-10
3.000000000000000000e+02,1.500000000000000000e+00,2.549183832199362509e+00,2.549183832877824241e+00,6.784617312405316625e-10
3.000000000000000000e+02,1.600000000000000089e+00,2.544982115879888873e+00,2.544982117277929223e+00,1.398040350153451072e-09
3.000000000000000000e+02,1.700000000000000178e+00,2.526794773300779173e+00,2.526794773927413029e+00,6.266338559157702548e-10
3.000000000000000000e+02,1.800000000000000044e+00,2.468156280562656679e+00,2.468156276358974388e+00,4.203682291148425065e-09
