time_s,location,rho,cp,k,D
63240.0,center,689.1025569051183,2090.233145882681,0.29892127026148346,3.6837038175586013e-09
63300.0,center,689.068773085147,2089.8093502876463,0.29886240976217304,3.679014556162991e-09
63360.0,center,689.0350769526365,2089.3864839101852,0.2988036783208591,3.67433534218695e-09
63420.0,center,689.0014681828353,2088.964543900968,0.2987450755418011,3.6696661494015743e-09
63480.0,center,688.9679464524311,2088.5435274202537,0.29868660103059075,3.6650069516357557e-09
63540.0,center,688.9345114395455,2088.1234316378855,0.29862825439415075,3.6603577227765092e-09
63600.0,center,688.9011628237262,2087.704253733243,0.2985700352407282,3.6557184367688033e-09
63660.0,center,688.8679002859406,2087.285990895238,0.2985119431798941,3.6510890676158676e-09
63720.0,center,688.8347235085695,2086.868640322279,0.29845397782253874,3.6464695893792367e-09
63780.0,center,688.8016321753997,2086.4521992222476,0.29839613878086774,3.641859976178717e-09
63840.0,center,688.7686259716189,2086.0366648124855,0.29833842566840074,3.6372602021927255e-09
63900.0,center,688.7357045838071,2085.6220343197497,0.2982808380999652,3.6326702416581037e-09
63960.0,center,688.7028676999317,2085.2083049802063,0.2982233756916953,3.6280900688703882e-09
64020.0,center,688.6701150093404,2084.7954740393993,0.29816603806102765,3.6235196581838315e-09
64080.0,center,688.6374462027543,2084.3835387522186,0.298108824826697,3.6189589840114286e-09
64140.0,center,688.6048609722625,2083.972496382894,0.2980517356087352,3.6144080208251276e-09
64200.0,center,688.5723590113143,2083.562344204946,0.2979947700284647,3.609866743155705e-09
64260.0,center,688.5399400147144,2083.1530795011813,0.29793792770849736,3.6053351255930206e-09
64320.0,center,688.5076036786148,2082.74469956366,0.29788120827273057,3.6008131427859683e-09
64380.0,center,688.4753497005097,2082.337201693664,0.2978246113463422,3.596300769442545e-09
64440.0,center,688.4431777792291,2081.93058320169,0.29776813655579026,3.591797980330018e-09
64500.0,center,688.4110876149316,2081.5248414074013,0.29771178352880573,3.5873047502747738e-09
64560.0,center,688.3790789090991,2081.119973639622,0.2976555518943919,3.582821054162573e-09
64620.0,center,688.3471513645303,2080.715977236303,0.29759944128281984,3.578346866938518e-09
64680.0,center,688.3153046853338,2080.3128495444935,0.29754345132562404,3.573882163607037e-09
64740.0,center,688.2835385769234,2079.9105879203294,0.2974875816556013,3.5694269192320977e-09
64800.0,center,688.2518527460103,2079.5091897289885,0.29743183190680395,3.564981108937036e-09
64860.0,center,688.2202469005978,2079.1086523446825,0.29737620171453927,3.5605447079047745e-09
64920.0,center,688.1887207499755,2078.708973150624,0.29732069071536443,3.5561176913777563e-09
64980.0,center,688.1572740047122,2078.3101495389956,0.2972652985470827,3.551700034657972e-09
65040.0,center,688.1259063766514,2077.9121789109413,0.29721002484874187,3.54729171310713e-09
65100.0,center,688.0946175789034,2077.5150586765194,0.29715486926062773,3.542892702146456e-09
65160.0,center,688.0634073258407,2077.118786254694,0.29709983142426305,3.5385029772569104e-09
65220.0,center,688.0322753330915,2076.723359073302,0.29704491098240304,3.534122513979169e-09
65280.0,center,688.0012213175338,2076.328774569025,0.2969901075790312,3.529751287913529e-09
65340.0,center,687.9702449972898,2075.935030187376,0.29693542085935776,3.5253892747201273e-09
65400.0,center,687.939346091719,2075.5421233826555,0.2968808504698132,3.5210364501187345e-09
65460.0,center,687.9085243214138,2075.1500516179403,0.2968263960580472,3.5166927898889465e-09
65520.0,center,687.8777794081925,2074.758812365054,0.29677205727292416,3.512358269870148e-09
65580.0,center,687.8471110750938,2074.3684031045345,0.29671783376451866,3.5080328659613946e-09
65640.0,center,687.8165190463717,2073.978821325624,0.2966637251841144,3.5037165541216686e-09
65700.0,center,687.7860030474881,2073.5900645262213,0.2966097311841974,3.499409310369603e-09
65760.0,center,687.755562805109,2073.202130212876,0.296555851418455,3.4951111107837083e-09
65820.0,center,687.7251980470975,2072.815015900754,0.2965020855417714,3.4908219315022562e-09
65880.0,center,687.6949085025082,2072.4287191136063,0.2964484332102231,3.4865417487232715e-09
65940.0,center,687.6646939015826,2072.0432373837593,0.29639489408107766,3.482270538704646e-09
66000.0,center,687.6345539757418,2071.658568252069,0.2963414678127873,3.478008277763925e-09
66060.0,center,687.6044884575824,2071.2747092679097,0.29628815406498743,3.4737549422785e-09
66120.0,center,687.57449708087,2070.8916579891456,0.2962349524984924,3.46951050868551e-09
66180.0,center,687.5445795805337,2070.509411982095,0.296181862775291,3.4652749534817656e-09
66240.0,center,687.5147356926615,2070.127968821525,0.2961288845585451,3.4610482532239145e-09
66300.0,center,687.4849651544931,2069.747326090599,0.2960760175125832,3.4568303845281856e-09
66360.0,center,687.4552677044161,2069.3674813808743,0.2960232613028992,3.4526213240705782e-09
66420.0,center,687.4256430819597,2068.988432292264,0.2959706155961478,3.44842104858675e-09
66480.0,center,687.396091027789,2068.61017643301,0.2959180800601403,3.44422953487193e-09
66540.0,center,687.3666112837006,2068.2327114196705,0.2958656543638431,3.4400467597810684e-09
66600.0,center,687.3372035926159,2067.856034877073,0.2958133381773712,3.435872700228603e-09
66660.0,center,687.3078676985766,2067.4801444383074,0.2957611311719871,3.4317073331885896e-09
66720.0,center,687.2786033467397,2067.1050377446923,0.29570903302009616,3.427550635694631e-09
66780.0,center,687.2494102833708,2066.7307124457448,0.29565704339524235,3.423402584839731e-09
66840.0,center,687.2202882558405,2066.357166199168,0.29560516197210673,3.4192631577765013e-09
66900.0,center,687.1912370126175,2065.984396670808,0.2955533884265011,3.415132331716844e-09
66960.0,center,687.1622563032649,2065.612401534641,0.29550172243536676,3.4110100839321177e-09
67020.0,center,687.1333458784338,2065.241178472744,0.29545016367677,3.4068963917530287e-09
67080.0,center,687.1045054898584,2064.8707251752635,0.29539871182989774,3.402791232569528e-09
67140.0,center,687.0757348903516,2064.5010393404027,0.29534736657505595,3.398694583830956e-09
67200.0,center,687.0470338337984,2064.1321186743785,0.29529612759366364,3.3946064230457443e-09
67260.0,center,687.0184020751523,2063.7639608914096,0.2952449945682514,3.390526727781568e-09
67320.0,center,686.9898393704293,2063.396563713687,0.2951939671824565,3.3864554756652146e-09
67380.0,center,686.9613454767025,2063.02992487134,0.29514304512101946,3.382392644382509e-09
67440.0,center,686.9329201520986,2062.6640421024294,0.29509222806978186,3.3783382116783923e-09
67500.0,center,686.904563155791,2062.298913152898,0.29504151571568027,3.37429215535668e-09
67560.0,center,686.876274247996,2061.934535776564,0.294990907746745,3.370254453280151e-09
67620.0,center,686.8480531899672,2061.5709077350884,0.2949404038520956,3.36622508337049e-09
67680.0,center,686.8198997439911,2061.2080267979422,0.2948900037219364,3.3622040236080828e-09
67740.0,center,686.7918136733817,2060.8458907423997,0.2948397070475555,3.3581912520321945e-09
67800.0,center,686.7637947424759,2060.4844973534896,0.294789513521318,3.3541867467406617e-09
67860.0,center,686.735842716628,2060.123844423987,0.2947394228366648,3.3501904858900165e-09
67920.0,center,686.7079573622061,2059.763929754382,0.2946894346881086,3.3462024476953473e-09
67980.0,center,686.6801384465856,2059.404751152849,0.294639548771229,3.342222610430202e-09
68040.0,center,686.6523857381459,2059.0463064352343,0.29458976478267146,3.3382509524266506e-09
68100.0,center,686.6246990062644,2058.688593425015,0.29454008242014096,3.334287452075049e-09
68160.0,center,686.5970780213127,2058.3316099532844,0.2944905013824006,3.3303320878240936e-09
68220.0,center,686.5695225546511,2057.975353858725,0.29444102136926736,3.3263848381807365e-09
68280.0,center,686.5420323786242,2057.6198229875763,0.29439164208160784,3.3224456817100123e-09
68340.0,center,686.5146072665564,2057.2650151936227,0.29434236322133644,3.31851459703517e-09
68400.0,center,686.4872469927466,2056.9109283381513,0.29429318449140984,3.3145915628373674e-09
68460.0,center,686.4599513324641,2056.5575602899407,0.2942441055958251,3.3106765578557646e-09
68520.0,center,686.4327200619441,2056.204908925232,0.2941951262396155,3.306769560887385e-09
68580.0,center,686.4055529583818,2055.8529721276946,0.2941462461288465,3.3028705507870077e-09
68640.0,center,686.3784497999301,2055.5017477884203,0.29409746497061395,3.298979506467218e-09
68700.0,center,686.3514103656925,2055.151233805876,0.29404878247303834,3.2950964068981437e-09
68760.0,center,686.3244344357201,2054.801428085894,0.29400019834526303,3.2912212311075155e-09
68820.0,center,686.2975217910071,2054.452328541642,0.2939517122974503,3.2873539581805642e-09
68880.0,center,686.270672213485,2054.103933093595,0.29390332404077707,3.2834945672598415e-09
68940.0,center,686.24388548602,2053.7562396695203,0.2938550332874334,3.279643037545337e-09
69000.0,center,686.2171613924066,2053.409246204438,0.2938068397506164,3.275799348294139e-09
69060.0,center,686.1904997173648,2053.0629506406085,0.29375874314452893,3.271963478820569e-09
69120.0,center,686.1639002465344,2052.7173509275026,0.2937107431843754,3.268135408495982e-09
69180.0,center,686.1373627664711,2052.372445021774,0.2936628395863575,3.2643151167486673e-09
69240.0,center,686.1108870646431,2052.0282308872447,0.29361503206767287,3.260502583063899e-09
69300.0,center,686.0844729294245,2051.6847064948643,0.29356732034650895,3.256697786983639e-09
69360.0,center,686.0581201500929,2051.3418698227006,0.29351970414204176,3.252900708106623e-09
69420.0,center,686.0318285168246,2050.999718855908,0.2934721831744317,3.2491113260882047e-09
69480.0,center,686.0055978206897,2050.6582515866994,0.29342475716481936,3.245329620640204e-09
69540.0,center,685.9794278536485,2050.3174660143322,0.29337742583532395,3.2415555715309625e-09
69600.0,center,685.9533184085469,2049.9773601450715,0.2933301889090377,3.23778915858507e-09
69660.0,center,685.9272692791122,2049.6379319921743,0.2932830461100242,3.234030361683436e-09
69720.0,center,685.9012802599493,2049.2991795758644,0.2932359971633145,3.2302791607631028e-09
69780.0,center,685.8753511465355,2048.9611009232995,0.2931890417949027,3.2265355358171204e-09
69840.0,center,685.8494817352176,2048.623694068563,0.29314217973174483,3.222799466894593e-09
69900.0,center,685.8236718232067,2048.2869570526204,0.2930954107017528,3.2190709341003963e-09
69960.0,center,685.7979212085744,2047.9508879233113,0.2930487344337932,3.2153499175952128e-09
70020.0,center,685.7722296902493,2047.6154847353173,0.293002150657683,3.2116363975954215e-09
70080.0,center,685.7465970680116,2047.280745550136,0.29295565910418553,3.207930354372893e-09
70140.0,center,685.7210231424905,2046.9466684360673,0.29290925950500935,3.204231768255045e-09
70200.0,center,685.6955077151589,2046.613251468175,0.29286295159280207,3.200540619624587e-09
70260.0,center,685.67005058833,2046.2804927282737,0.29281673510114914,3.1968568889195512e-09
70320.0,center,685.6446515651535,2045.9483903049031,0.29277060976456987,3.193180556633114e-09
70380.0,center,685.6193104496107,2045.6169422932971,0.2927245753185135,3.1895116033134723e-09
70440.0,center,685.5940270465117,2045.286146795373,0.29267863149935736,3.1858500095638735e-09
70500.0,center,685.5688011614903,2044.956001919693,0.2926327780444018,3.1821957560423086e-09
70560.0,center,685.5436326010009,2044.6265057814512,0.2925870146918682,3.1785488234615843e-09
70620.0,center,685.5185211723144,2044.297656502447,0.2925413411808954,3.174909192589137e-09
70680.0,center,685.4934666835136,2043.969452211056,0.29249575725153554,3.171276844246903e-09
70740.0,center,685.4684689434905,2043.6418910422196,0.2924502626447527,3.1676517593113166e-09
70800.0,center,685.4435277619416,2043.3149711374053,0.2924048571024174,3.1640339187130496e-09
70860.0,center,685.4186429493641,2042.9886906445956,0.29235954036730494,3.160423303437043e-09
70920.0,center,685.3938143170526,2042.6630477182605,0.29231431218309173,3.1568198945223556e-09
70980.0,center,685.3690416770946,2042.3380405193293,0.2922691722943513,3.153223673061977e-09
71040.0,center,685.3443248423675,2042.01366721518,0.29222412044655277,3.1496346202028746e-09
71100.0,center,685.3196636265341,2041.6899259796,0.29217915638605557,3.146052717145698e-09
71160.0,center,685.2950578440389,2041.366814992776,0.29213427986010776,3.1424779451448235e-09
71220.0,center,685.2705073101052,2041.0443324412654,0.2920894906168424,3.138910285508192e-09
71280.0,center,685.2460118407303,2040.72247651797,0.2920447884052736,3.135349719597118e-09
71340.0,center,685.2215712526827,2040.4012454221247,0.29200017297529507,3.1317962288263426e-09
71400.0,center,685.1971853634977,2040.0806373592582,0.29195564407767477,3.128249794663757e-09
71460.0,center,685.1728539914742,2039.760650541184,0.29191120146405336,3.1247103986303835e-09
71520.0,center,685.148576955671,2039.4412831859722,0.2918668448869406,3.1211780223002516e-09
71580.0,center,685.1243540759029,2039.122533517922,0.29182257409971135,3.1176526473002383e-09
71640.0,center,685.1001851727377,2038.8043997675522,0.29177838885660445,3.114134255310041e-09
71700.0,center,685.0760700674917,2038.4868801715625,0.291734288912717,3.11062282806195e-09
71760.0,center,685.0520085822269,2038.169972972822,0.29169027402400305,3.1071183473408184e-09
71820.0,center,685.0280005397473,2037.853676420346,0.29164634394727024,3.1036207949839324e-09
71880.0,center,685.0040457635948,2037.5379887692638,0.2916024984401755,3.1001301528808486e-09
71940.0,center,684.980144078047,2037.2229082808135,0.29155873726122405,3.0966464029733852e-09
72000.0,center,684.9562953081121,2036.9084332223006,0.2915150601697639,3.0931695272553438e-09
72060.0,center,684.9324992795262,2036.5945618670894,0.29147146692598463,3.0896995077725423e-09
72120.0,center,684.9087558187501,2036.2812924945772,0.2914279572909135,3.0862363266226396e-09
72180.0,center,684.8850647529654,2035.9686233901662,0.291384531026412,3.0827799659549586e-09
72240.0,center,684.8614259100714,2035.6565528452543,0.29134118789517416,3.0793304079705247e-09
72300.0,center,684.837839118681,2035.3450791571966,0.2912979276607217,3.0758876349217534e-09
72360.0,center,684.8143042081184,2035.0342006292979,0.2912547500874025,3.072451629112479e-09
72420.0,center,684.7908210084149,2034.7239155707846,0.29121165494038675,3.0690223728977955e-09
72480.0,center,684.7673893503055,2034.4142222967794,0.29116864198566383,3.065599848683879e-09
72540.0,center,684.7440090652265,2034.10511912829,0.29112571099004025,3.0621840389279918e-09
72600.0,center,684.7206799853107,2033.7966043921738,0.29108286172113523,3.058774926138207e-09
72660.0,center,684.6974019433852,2033.4886764211274,0.2910400939473788,3.0553724928734237e-09
72720.0,center,684.6741747729682,2033.1813335536613,0.2909974074380085,3.051976721743197e-09
72780.0,center,684.6509983082644,2032.8745741340736,0.2909548019630658,3.048587595407555e-09
72840.0,center,684.6278723841638,2032.5683965124404,0.2909122772933945,3.0452050965770366e-09
72900.0,center,684.6047968362361,2032.2627990445797,0.2908698332006361,3.0418292080123785e-09
72960.0,center,684.5817715007296,2031.957780092041,0.2908274694572279,3.0384599125245417e-09
73020.0,center,684.5587962145665,2031.6533380220817,0.29078518583640023,3.0350971929745246e-09
73080.0,center,684.5358708153403,2031.349471207639,0.2907429821121721,3.0317410322732408e-09
73140.0,center,684.5129951413132,2031.0461780273226,0.29070085805935036,3.0283914133814548e-09
73200.0,center,684.4901690314113,2030.7434568653775,0.2906588134535246,3.0250483193095676e-09
73260.0,center,684.4673923252232,2030.4413061116757,0.2906168480710661,3.02171173311755e-09
73320.0,center,684.4446648629958,2030.1397241616896,0.29057496168912356,3.018381637914856e-09
73380.0,center,684.4219864856316,2029.8387094164696,0.29053315408562075,3.0150580168602044e-09
73440.0,center,684.3993570346854,2029.5382602826307,0.29049142503925424,3.01174085316157e-09
73500.0,center,684.3767763523616,2029.238375172321,0.29044977432948904,3.0084301300759547e-09
73560.0,center,684.3542442815103,2028.93905250321,0.2904082017365569,3.005125830909345e-09
73620.0,center,684.3317606656254,2028.6402906984654,0.2903667070414535,3.0018279390165415e-09
73680.0,center,684.3093253488404,2028.3420881867278,0.29032529002593443,2.9985364378010397e-09
73740.0,center,684.2869381759264,2028.0444434021008,0.290283950472514,2.9952513107149705e-09
73800.0,center,684.264598992288,2027.7473547841173,0.29024268816446075,2.991972541258863e-09
73860.0,center,684.2423076439615,2027.4508207777303,0.2902015028857958,2.9887001129816384e-09
73920.0,center,684.2200639776111,2027.1548398332875,0.29016039442128994,2.985434009480411e-09
73980.0,center,684.1978678405258,2026.8594104065087,0.29011936255645954,2.982174214400366e-09
74040.0,center,684.1757190806175,2026.564530958474,0.2900784070775658,2.9789207114347112e-09
74100.0,center,684.1536175464169,2026.2701999555934,0.2900375277716102,2.9756734843244367e-09
74160.0,center,684.131563087071,2025.9764158695943,0.2899967244263325,2.972432516858301e-09
74220.0,center,684.1095555523406,2025.6831771774996,0.2899559968302083,2.9691977928726567e-09
74280.0,center,684.0875947925966,2025.390482361604,0.289915344772445,2.9659692962513093e-09
74340.0,center,684.0656806588182,2025.0983299094623,0.28987476804298085,2.9627470109254398e-09
74400.0,center,684.0438130025886,2024.8067183138587,0.2898342664324804,2.959530920873426e-09
74460.0,center,684.0219916760936,2024.5156460727974,0.28979383973233297,2.9563210101207813e-09
74520.0,center,684.0002165321181,2024.2251116894781,0.2897534877346497,2.953117262739993e-09
74580.0,center,683.9784874240427,2023.9351136722735,0.2897132102322602,2.949919662850389e-09
74640.0,center,683.9568042058423,2023.6456505347192,0.28967300701871096,2.9467281946180516e-09
74700.0,center,683.9351667320818,2023.3567207954811,0.28963287788826125,2.9435428422556386e-09
74760.0,center,683.9135748579147,2023.0683229783485,0.2895928226358817,2.940363590022323e-09
74820.0,center,683.892028439079,2022.7804556122082,0.2895528410572511,2.937190422223646e-09
74880.0,center,683.8705273318956,2022.493117231023,0.2895129329487532,2.9340233232113377e-09
74940.0,center,683.849071393265,2022.2063063738221,0.2894730981074753,2.9308622773833024e-09
75000.0,center,683.8276604806646,2021.9200215846697,0.28943333633120416,2.9277072691833796e-09
75060.0,center,683.8062944521458,2021.6342614126554,0.2893936474184243,2.9245582831013134e-09
75120.0,center,683.7849731663322,2021.3490244118718,0.28935403116831554,2.9214153036725762e-09
75180.0,center,683.7636964824154,2021.0643091413926,0.289314487380749,2.9182783154782395e-09
75240.0,center,683.7424642601541,2020.7801141652624,0.28927501585628645,2.915147303144913e-09
75300.0,center,683.72127635987,2020.4964380524652,0.28923561639617573,2.9120222513445216e-09
75360.0,center,683.7001326424457,2020.2132793769176,0.28919628880234965,2.90890314479427e-09
75420.0,center,683.6790329693226,2019.930636717444,0.2891570328774228,2.9057899682564995e-09
75480.0,center,683.657977202497,2019.6485086577559,0.28911784842468835,2.902682706538508e-09
75540.0,center,683.6369652045192,2019.3668937864436,0.28907873524811717,2.899581344492517e-09
75600.0,center,683.6159968384891,2019.0857906969434,0.2890396931523532,2.8964858670154527e-09
75660.0,center,683.5950719680551,2018.80519798753,0.2890007219427125,2.8933962590488976e-09
75720.0,center,683.5741904574107,2018.525114261295,0.28896182142517984,2.8903125055789495e-09
75780.0,center,683.5533521712921,2018.2455381261248,0.2889229914064062,2.887234591636051e-09
75840.0,center,683.5325569749762,2017.966468194691,0.2888842316937071,2.8841625022949527e-09
75900.0,center,683.5118047342772,2017.6879030844216,0.2888455420950585,2.881096222674487e-09
75960.0,center,683.4910953155447,2017.4098414174919,0.28880692241909606,2.8780357379375345e-09
76020.0,center,683.4704285856611,2017.1322818208018,0.28876837247511133,2.8749810332908725e-09
76080.0,center,683.4498044120389,2016.8552229259572,0.2887298920730496,2.8719320939850113e-09
76140.0,center,683.4292226626187,2016.5786633692574,0.28869148102350795,2.8688889053141413e-09
76200.0,center,683.4086832058659,2016.3026017916695,0.28865313913773183,2.8658514526159322e-09
76260.0,center,683.3881859107693,2016.0270368388165,0.2886148662276134,2.8628197212714864e-09
76320.0,center,683.3677306468378,2015.7519671609587,0.28857666210568866,2.8597936967051755e-09
76380.0,center,683.3473172840984,2015.4773914129719,0.288538526585135,2.856773364384504e-09
76440.0,center,683.3269456930938,2015.2033082543383,0.2885004594797692,2.85375870982005e-09
76500.0,center,683.3066157448798,2014.9297163491178,0.2884624606040441,2.8507497185652514e-09
76560.0,center,683.286327311023,2014.6566143659395,0.2884245297730471,2.847746376216363e-09
76620.0,center,683.2660802635987,2014.3840009779817,0.28838666680249747,2.8447486684123097e-09
76680.0,center,683.245874475188,2014.1118748629503,0.2883488715087431,2.8417565808345198e-09
76740.0,center,683.2257098188758,2013.8402347030712,0.2883111437087599,2.8387700992069014e-09
76800.0,center,683.2055861682485,2013.5690791850611,0.2882734832201474,2.8357892092956133e-09
76860.0,center,683.1855033973915,2013.2984070001198,0.28823588986112775,2.832813896909014e-09
76920.0,center,683.1654613808869,2013.028216843909,0.2881983634505429,2.829844147897529e-09
76980.0,center,683.1454599938114,2012.7585074165331,0.2881609038078518,2.826879948153483e-09
77040.0,center,683.1254991117338,2012.489277422531,0.28812351075312925,2.8239212836110717e-09
77100.0,center,683.1055786107129,2012.2205255708468,0.28808618410706205,2.820968140246127e-09
77160.0,center,683.0856983672948,2011.9522505748237,0.2880489236909477,2.8180205040760908e-09
77220.0,center,683.0658582585113,2011.6844511521806,0.2880117293266917,2.8150783611598506e-09
77280.0,center,683.046058161877,2011.4171260249968,0.2879746008368051,2.812141697597612e-09
77340.0,center,683.0262979553878,2011.1502739197,0.2879375380444028,2.809210499530828e-09
77400.0,center,683.006577517518,2010.883893567042,0.28790054077320026,2.806284753141996e-09
77460.0,center,682.9868967272183,2010.6179837020873,0.2878636088475121,2.8033644446546215e-09
77520.0,center,682.9672554639138,2010.3525430641962,0.28782674209224945,2.8004495603330584e-09
77580.0,center,682.9476536075016,2010.0875703970046,0.2877899403329173,2.7975400864823653e-09
77640.0,center,682.9280910383486,2009.8230644484154,0.2877532033956132,2.794636009448264e-09
77700.0,center,682.9085676372897,2009.5590239705716,0.28771653110702383,2.7917373156169174e-09
77760.0,center,682.8890832856249,2009.29544771985,0.2876799232944236,2.7888439914148915e-09
77820.0,center,682.8696378651182,2009.0323344568399,0.28764337978567217,2.7859560233090217e-09
77880.0,center,682.8502312579943,2008.7696829463252,0.28760690040921183,2.783073397806248e-09
77940.0,center,682.8308633469377,2008.5074919572758,0.2875704849940661,2.7801961014535656e-09
78000.0,center,682.8115340150893,2008.245760262822,0.28753413336983635,2.7773241208378345e-09
78060.0,center,682.7922431460452,2007.9844866402454,0.28749784536670075,2.774457442585716e-09
78120.0,center,682.7729906238545,2007.723669870963,0.2874616208154115,2.771596053363547e-09
78180.0,center,682.7537763330171,2007.4633087405048,0.2874254595472923,2.7687399398771705e-09
78240.0,center,682.7346001584814,2007.203402038508,0.2873893613942372,2.765889088871932e-09
78300.0,center,682.7154619856425,2006.943948558691,0.28735332618870707,2.763043487132409e-09
78360.0,center,682.6963617003403,2006.6849470988454,0.2873173537637285,2.7602031214824267e-09
78420.0,center,682.6772991888568,2006.4263964608174,0.2872814439528913,2.757367978784866e-09
78480.0,center,682.658274337915,2006.1682954504902,0.2872455965903459,2.7545380459415563e-09
78540.0,center,682.6392870346764,2005.910642877776,0.28720981151080216,2.7517133098932224e-09
78600.0,center,682.6203371667386,2005.6534375565898,0.2871740885495263,2.7488937576192673e-09
78660.0,center,682.6014246221341,2005.396678304843,0.2871384275423393,2.746079376137715e-09
78720.0,center,682.5825492893279,2005.1403639444243,0.2871028283256145,2.7432701525051097e-09
78780.0,center,682.5637110572151,2004.8844933011837,0.2870672907362755,2.7404660738163378e-09
78840.0,center,682.54490981512,2004.6290652049215,0.28703181461179467,2.737667127204603e-09
78900.0,center,682.5261454527932,2004.3740784893669,0.2869963997901898,2.7348732998412098e-09
78960.0,center,682.50741786041,2004.1195319921683,0.2869610461100234,2.7320845789355138e-09
79020.0,center,682.4887269285684,2003.8654245548769,0.28692575341039955,2.7293009517348033e-09
79080.0,center,682.4700725482872,2003.6117550229283,0.2868905215309623,2.7265224055241422e-09
79140.0,center,682.4514546110044,2003.358522245635,0.28685535031189374,2.7237489276263277e-09
79200.0,center,682.4328730085743,2003.1057250761626,0.28682023959391145,2.7209805054016945e-09
79260.0,center,682.414327633267,2002.853362371522,0.28678518921826696,2.7182171262480485e-09
79320.0,center,682.3958183777655,2002.6014329925529,0.2867501990267434,2.71545877760057e-09
79380.0,center,682.377345135164,2002.349935803905,0.2867152688616535,2.7127054469316323e-09
79440.0,center,682.3589077989662,2002.098869674032,0.28668039856583777,2.709957121750781e-09
79500.0,center,682.3405062630835,2001.8482334751668,0.28664558798266204,2.707213789604508e-09
79560.0,center,682.3221404218331,2001.598026083315,0.28661083695601597,2.704475438076259e-09
79620.0,center,682.3038101699357,2001.348246378238,0.2865761453303108,2.701742054786241e-09
79680.0,center,682.2855154025143,2001.0988932434348,0.28654151295047703,2.699013627391322e-09
79740.0,center,682.2672560150924,2000.849965566136,0.28650693966196333,2.696290143584944e-09
79800.0,center,682.2490319035913,2000.6014622372804,0.28647242531073336,2.6935715910969793e-09
79860.0,center,682.2308429643296,2000.3533821515068,0.28643796974326485,2.6908579576936463e-09
79920.0,center,682.2126890940202,2000.1057242071392,0.2864035728065471,2.6881492311774053e-09
79980.0,center,682.1945701897691,1999.8584873061686,0.2863692343480789,2.68544539938679e-09
80040.0,center,682.1764861490739,1999.6116703542452,0.2863349542158674,2.68274645019638e-09
80100.0,center,682.1584368698212,1999.3652722606585,0.2863007322584248,2.6800523715166022e-09
80160.0,center,682.1404222502856,1999.119291938327,0.2862665683247676,2.677363151293695e-09
80220.0,center,682.1224421891278,1998.873728303784,0.28623246226441446,2.674678777509559e-09
80280.0,center,682.1044965853923,1998.6285802771608,0.28619841392738343,2.6719992381816475e-09
80340.0,center,682.0865853385066,1998.3838467821797,0.2861644231641916,2.669324521362881e-09
80400.0,center,682.0687083482784,1998.1395267461303,0.28613048982585143,2.666654615141503e-09
80460.0,center,682.050865514895,1997.8956190998656,0.2860966137638702,2.6639895076410055e-09
80520.0,center,682.0330567389208,1997.652122777782,0.2860627948302475,2.661329187019993e-09
80580.0,center,682.0152819212956,1997.409036717807,0.2860290328774732,2.6586736414720845e-09
80640.0,center,681.9975409633337,1997.1663598613904,0.28599532775852643,2.656022859225816e-09
80700.0,center,681.9798337667212,1996.9240911534828,0.2859616793268726,2.6533768285445066e-09
80760.0,center,681.9621602335151,1996.6822295425286,0.28592808743646225,2.650735537726177e-09
80820.0,center,681.944520266141,1996.44077398045,0.2858945519417292,2.6480989751034283e-09
80880.0,center,681.9269137673922,1996.1997234226337,0.28586107269758804,2.6454671290433236e-09
80940.0,center,681.9093406404273,1995.9590768279204,0.28582764955943335,2.642839987947315e-09
81000.0,center,681.891800788769,1995.7188331585853,0.28579428238313687,2.6402175402511014e-09
81060.0,center,681.8742941163023,1995.4789913803324,0.28576097102504616,2.6375997744245313e-09
81120.0,center,681.8568205272732,1995.2395504622773,0.28572771534198294,2.6349866789715208e-09
81180.0,center,681.8393799262863,1995.0005093769335,0.2856945151912408,2.6323782424298972e-09
81240.0,center,681.8219722183042,1994.7618671002033,0.2856613704305838,2.629774453371359e-09
81300.0,center,681.804597308645,1994.5236226113598,0.2856282809182444,2.627175300401306e-09
81360.0,center,681.7872551029817,1994.2857748930378,0.2855952465129219,2.6245807721587706e-09
81420.0,center,681.7699455073393,1994.0483229312208,0.28556226707378063,2.6219908573163263e-09
81480.0,center,681.7526684280946,1993.8112657152246,0.28552934246044787,2.6194055445799114e-09
81540.0,center,681.7354237719735,1993.5746022376911,0.28549647253301264,2.6168248226888255e-09
81600.0,center,681.7182114460502,1993.3383314945672,0.28546365715202326,2.6142486804155367e-09
81660.0,center,681.7010313577454,1993.1024524851005,0.28543089617848616,2.611677106565642e-09
81720.0,center,681.6838834148247,1992.8669642118207,0.285398189473864,2.6091100899777332e-09
81780.0,center,681.6667675253967,1992.6318656805292,0.2853655369000735,2.606547619523258e-09
81840.0,center,681.6496835979126,1992.3971559002896,0.28533293831948464,2.6039896841065092e-09
81900.0,center,681.6326315411634,1992.1628338834084,0.2853003935949179,2.6014362726644317e-09
81960.0,center,681.6156112642792,1991.9288986454299,0.285267902589643,2.598887374166558e-09
82020.0,center,681.5986226767272,1991.6953492051189,0.28523546516737763,2.5963429776149316e-09
82080.0,center,681.5816656883106,1991.46218458445,0.28520308119228466,2.59380307204394e-09
82140.0,center,681.5647402091671,1991.2294038085972,0.28517075052897184,2.591267646520272e-09
