time_s,heat_balance,moisture_balance,heat_quadrature_difference,moisture_quadrature_difference
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,4.905113116405294788e-17,2.450621585797307635e-14,5.434572875271322801e-20,5.837607326530068568e-21
2.000000000000000000e+00,2.086926089245632271e-16,4.578314990985060639e-14,1.199434292929071468e-19,1.625035150807994919e-20
3.000000000000000000e+00,4.808836265621356687e-16,6.720996038418551529e-14,1.814330883255583442e-19,2.040247379854220605e-20
4.000000000000000000e+00,8.429154051418630627e-16,8.689746422753356465e-14,2.297059630283358992e-19,2.572238048319697575e-20
5.000000000000000000e+00,1.305872279021399352e-15,1.065280374985945573e-13,2.797069548621721433e-19,2.987450277365922960e-20
6.000000000000000000e+00,1.834571568161520871e-15,1.249660094486289601e-13,3.491447484348840253e-19,3.506465563673705444e-20
7.000000000000000000e+00,2.470912639093871046e-15,1.436852309815463581e-13,4.223398419719882248e-19,3.506465563673705444e-20
8.000000000000000000e+00,3.213012580960627133e-15,1.626013800889447742e-13,4.687521306347061733e-19,3.740022442512207411e-20
9.000000000000000000e+00,4.088998524686786970e-15,1.822033393869351956e-13,5.009300328938608383e-19,4.570446900604658181e-20
1.000000000000000000e+01,4.997220883620487592e-15,2.002845948782284699e-13,5.587105624744837451e-19,4.596397664920048358e-20
1.100000000000000000e+01,5.873657621965703039e-15,2.160709172129521178e-13,6.019676825773593995e-19,4.596397664920048358e-20
1.200000000000000000e+01,6.577130291576542850e-15,2.276866042857136995e-13,6.537991538810277995e-19,5.426822123012499730e-20
1.300000000000000000e+01,7.092900668376957756e-15,2.354758167703041384e-13,6.946477483657031676e-19,6.672458810151176487e-20
1.400000000000000000e+01,7.480467508822115004e-15,2.408695176525665843e-13,7.862680628820390178e-19,6.880064924674289480e-20
1.500000000000000000e+01,7.779868734996265702e-15,2.447274477861916975e-13,8.459994982134039792e-19,7.606686325505185559e-20
1.600000000000000000e+01,8.014012073459564348e-15,2.475517064030274195e-13,9.096809155586174139e-19,8.229504669074523336e-20
1.700000000000000000e+01,8.201395436743584098e-15,2.496629286008529568e-13,9.709538072856305624e-19,8.644716898120749323e-20
1.800000000000000000e+01,8.351525378039283349e-15,2.512690117452110541e-13,1.006407304385537613e-18,9.475141356213200093e-20
1.900000000000000000e+01,8.474423644387972020e-15,2.525074086397663088e-13,1.055926591095733780e-18,9.682747470736313086e-20
2.000000000000000000e+01,8.572899268926078157e-15,2.534788298964344705e-13,1.153616390169933940e-18,1.030556581430565207e-19
2.100000000000000000e+01,8.657219329099837143e-15,2.542483012646416026e-13,1.225294112567572086e-18,1.175880861596744182e-19
2.200000000000000000e+01,8.727751820516642698e-15,2.548671032134470820e-13,1.280401178711992679e-18,1.238162695953677959e-19
2.300000000000000000e+01,8.790139342489837309e-15,2.553672199529344854e-13,1.381366572626945128e-18,1.258923307405989379e-19
2.400000000000000000e+01,8.844087498533506949e-15,2.557769350407809275e-13,1.468844223079976589e-18,1.300444530310611978e-19
2.500000000000000000e+01,8.889056561756813700e-15,2.561152804036476951e-13,1.576360806676433616e-18,1.321205141762923397e-19
2.600000000000000000e+01,8.926175052022421959e-15,2.563957369895864573e-13,1.626458139534997914e-18,1.352346058941389925e-19
2.700000000000000000e+01,8.960594907833821707e-15,2.566296710881310132e-13,1.685226164619083011e-18,1.393867281846012765e-19
2.800000000000000000e+01,8.991850001421651562e-15,2.568287133211299774e-13,1.750545379384672302e-18,1.435388504750635363e-19
2.900000000000000000e+01,9.020406460555272906e-15,2.569981503348781012e-13,1.859218055277865782e-18,1.497670339107569141e-19
3.000000000000000000e+01,9.041553941460067589e-15,2.571419471140964611e-13,1.910278798383709848e-18,1.570332479190658749e-19
3.100000000000000000e+01,9.062848620607820076e-15,2.572664476343388191e-13,1.997178402688373372e-18,1.632614313547592526e-19
3.200000000000000000e+01,9.080757740167565176e-15,2.573729735571789011e-13,2.025888028057320121e-18,1.705276453630681894e-19
3.300000000000000000e+01,9.094250912438606156e-15,2.574649612027083031e-13,2.118182729746751578e-18,1.788318899439927091e-19
3.400000000000000000e+01,9.112650692808206919e-15,2.575447895617596606e-13,2.179070257374852704e-18,1.819459816618394341e-19
3.500000000000000000e+01,9.125456939945449025e-15,2.576145732928509450e-13,2.286586840971309923e-18,1.850600733796861109e-19
3.600000000000000000e+01,9.139931433836202909e-15,2.576753697252410661e-13,2.360191383863508376e-18,1.912882568153794887e-19
3.700000000000000000e+01,9.147095081660100949e-15,2.577298221820774249e-13,2.416069178205752629e-18,1.975164402510728905e-19
3.800000000000000000e+01,9.156810165695249698e-15,2.577784593279895521e-13,2.515107751626145349e-18,2.006305319689195674e-19
3.900000000000000000e+01,9.164955135138860641e-15,2.578223384922363071e-13,2.587941566320519371e-18,2.037446236867662683e-19
4.000000000000000000e+01,9.171726254314873835e-15,2.578614596748177908e-13,2.683897226949615139e-18,2.089347765498440871e-19
4.100000000000000000e+01,9.177712316195117338e-15,2.578952942111044726e-13,2.757887133940725807e-18,2.120488682676907640e-19
4.200000000000000000e+01,9.182030131321850641e-15,2.579275427535027138e-13,2.822242938459035329e-18,2.193150822759997488e-19
4.300000000000000000e+01,9.189880704279545978e-15,2.579523899910882324e-13,2.861550076548062414e-18,2.234672045664619846e-19
4.400000000000000000e+01,9.193609726434452802e-15,2.579740652408968698e-13,2.945174086011973456e-18,2.255432657116931025e-19
4.500000000000000000e+01,9.195376105349933818e-15,2.579983838138529081e-13,3.015310352013963512e-18,2.276193268569242204e-19
4.600000000000000000e+01,9.201852828040032984e-15,2.580179444051436247e-13,3.117817202324563859e-18,2.317714491473865044e-19
4.700000000000000000e+01,9.203913603441429608e-15,2.580359190025459513e-13,3.211075314261276046e-18,2.400756937283110241e-19
4.800000000000000000e+01,9.209605268835759082e-15,2.580523076060597867e-13,3.267338472702432514e-18,2.421517548735421420e-19
4.900000000000000000e+01,9.211666044237154127e-15,2.580660528864262717e-13,3.320133354253381356e-18,2.473419077366199608e-19
5.000000000000000000e+01,9.215983859363887430e-15,2.580808554960516666e-13,3.408381732904236286e-18,2.514940300270822448e-19
5.100000000000000000e+01,9.218044634765282476e-15,2.580935434471591912e-13,3.489308193675763362e-18,2.587602440353911815e-19
5.200000000000000000e+01,9.221282996110332059e-15,2.581072887275256257e-13,3.585263854304859130e-18,2.670644886163157012e-19
5.300000000000000000e+01,9.226582132856778265e-15,2.581173333554857494e-13,3.689697525110019783e-18,2.774447943424713388e-19
5.400000000000000000e+01,9.231292476631394836e-15,2.581242059956689919e-13,3.777560539661964038e-18,2.836729777781646925e-19
5.500000000000000000e+01,9.229918626363798665e-15,2.581358366175175056e-13,3.861569913224786910e-18,2.919772223590892123e-19
5.600000000000000000e+01,9.233843912842647122e-15,2.581442952515891887e-13,3.924384261347448342e-18,2.961293446495514481e-19
5.700000000000000000e+01,9.237572934997552368e-15,2.581527538856608718e-13,4.023037470668928462e-18,3.044335892304760159e-19
5.800000000000000000e+01,9.240124371208804654e-15,2.581596265258441143e-13,4.074676259923140658e-18,3.096237420935538348e-19
5.900000000000000000e+01,9.243068336067940208e-15,2.581659705013978261e-13,4.148666166914251325e-18,3.168899561018627715e-19
6.000000000000000000e+01,9.246404829574960608e-15,2.581701998184336676e-13,4.214948791927120769e-18,3.251942006827872912e-19
6.100000000000000000e+01,7.354129415799847577e-12,8.535057830506142228e-13,4.253616918063068911e-18,3.304575934959349254e-19
6.200000000000000000e+01,7.270220333120424682e-12,8.534307126732282375e-13,4.307953256009666229e-18,3.351287310727049527e-19
6.300000000000000000e+01,7.165846573119201563e-12,8.532181894921775032e-13,4.359736556800970265e-18,3.392808533631671885e-19
6.400000000000000000e+01,7.053997693811983731e-12,8.526726075945548538e-13,4.448370299550738180e-18,3.455090367988605903e-19
6.500000000000000000e+01,6.969050961651876356e-12,8.519684263080884496e-13,4.496155447815829764e-18,3.455090367988605903e-19
6.600000000000000000e+01,6.825398822500057943e-12,8.502270050185837261e-13,4.537100383325232704e-18,3.506991896619384092e-19
6.700000000000000000e+01,6.719586248740013190e-12,8.482646019139565852e-13,4.643460874624954818e-18,3.527752508071695752e-19
6.800000000000000000e+01,6.584319699092958277e-12,8.447500394571783266e-13,4.755987191507267755e-18,3.631555565333252128e-19
6.900000000000000000e+01,6.430612742361246115e-12,8.401538291684853116e-13,4.780987687424186118e-18,3.715895549358266564e-19
7.000000000000000000e+01,6.334943893919841113e-12,8.358029192678708029e-13,4.827231379293629611e-18,3.715895549358266564e-19
