time_s,Cmax,argmax_radius_m,center_C,mean_C,surface_C,Cmin,Tmin_C,Tmax_C,radial_increase,relative_balance
8.3099758185002172e-06,2.5499999999999998,0,2.5499999999999998,2.5499999983178201,2.5499914355285718,2.5499914355285718,28,28.000000000001741,0,9.9261949332688956e-16
1.6619951637000434e-05,2.5499999999999998,0,2.5499999999999998,2.5499999966356452,2.5499829269254493,2.5499829269254493,28,28.000000000005294,0,1.6532261671980766e-15
3.3097231594905571e-05,2.5499999999999998,0,2.5499999999999998,2.5499999933001907,2.5499662014405193,2.5499662014405193,28,28.000000000016438,0,2.0893264021952029e-15
4.9574511552810708e-05,2.5499999999999998,0,2.5499999999999998,2.5499999899647574,2.5499496846754326,2.5499496846754326,28,28.000000000032784,0,2.3239347899441666e-15
6.6051791510715851e-05,2.5499999999999998,0,2.5499999999999998,2.5499999866293455,2.5499333803632602,2.5499333803632602,28,28.000000000053628,0,2.3307839951171475e-15
0.00011130810685903812,2.5499999999999998,0,2.5499999999999998,2.5499999774684476,2.5498896631434786,2.5498896631434786,28,28.000000000128299,0,1.9857227447679315e-15
0.0001565644222073604,2.5499999999999998,0,2.5499999999999998,2.5499999683077048,2.5498474547340182,2.5498474547340182,28,28.000000000224794,0,1.5512152663955709e-15
0.00020182073755568267,2.5499999999999998,0,2.5499999999999998,2.549999959147113,2.5498066791856218,2.5498066791856218,28,28.000000000338616,0,1.2266411044827616e-15
0.00027969678493200667,2.5499999999999998,0,2.5499999999999998,2.5499999433841101,2.5497396631954636,2.5497396631954636,28,28.000000000568694,0,8.3913560202223543e-16
0.00035757283230833067,2.5499999999999998,0,2.5499999999999998,2.5499999276215144,2.5496763220749235,2.5496763220749235,28,28.000000000834742,0,1.1143056989684554e-15
0.00043544887968465466,2.5499999999999998,0,2.5499999999999998,2.5499999118593029,2.5496163283788102,2.5496163283788102,28,28.000000001132587,0,1.2837434629272995e-15
0.00051332492706097866,2.5499999999999998,0,2.5499999999999998,2.549999896097455,2.5495593918381725,2.5495593918381725,28,28.000000001459462,0,1.3110362745646558e-15
0.00064206164840115826,2.5499999999999998,0,2.5499999999999998,2.5499998700423294,2.5494712899641345,2.5494712899641345,28,28.000000002056996,0,1.1891126797864944e-15
0.00077079836974133786,2.5499999999999998,0,2.5499999999999998,2.5499998439880756,2.5493898241653188,2.5493898241653188,28,28.000000002719517,0,9.5090022623789561e-16
0.00089953509108151746,2.5499999999999998,0,2.5499999999999998,2.5499998179346313,2.5493141336760416,2.5493141336760416,28,28.000000003441251,0,9.8474051414018304e-16
0.0010282718124216971,2.5499999999999998,0,2.5499999999999998,2.5499997918819397,2.5492434817875065,2.5492434817875065,28,28.000000004217505,0,8.9443479267155392e-16
0.0011570085337618767,2.5499999999999998,0,2.5499999999999998,2.5499997658299529,2.5491772391682557,2.5491772391682557,28,28.000000005044569,0,9.120542096594824e-16
0.001323965115029748,2.5499999999999998,0,2.5499999999999998,2.54999973204453,2.5490970283284313,2.5490970283284313,28,28.000000006188078,0,7.1422099368945849e-16
0.0014909216962976193,2.5499999999999998,0,2.5499999999999998,2.5499996982601405,2.5490223657428634,2.5490223657428634,28,28.000000007406982,0,4.9205855661106017e-16
0.0016578782775654906,2.5499999999999998,0,2.5499999999999998,2.549999664476716,2.5489524563603361,2.5489524563603361,28,28.000000008696901,0,3.6167807825293839e-16
0.0018248348588333619,2.5499999999999998,0,2.5499999999999998,2.5499996306941979,2.5488866434366289,2.5488866434366289,28,28.000000010054041,0,4.3867433532300531e-16
0.0019917914401012329,2.5499999999999998,0,2.5499999999999998,2.5499995969125338,2.5488243826101566,2.5488243826101566,28,28.000000011475191,0,4.0812515736836251e-16
0.002192131126527554,2.5499999999999998,0,2.5499999999999998,2.5499995563772648,2.5487537289668984,2.5487537289668984,28,28.00000001326115,0,3.3733795085521066e-16
0.0023924708129538751,2.5499999999999998,0,2.5499999999999998,2.5499995158430959,2.548686904672171,2.548686904672171,28,28.000000015131199,0,-2.0992122436171215e-17
0.0025928104993801961,2.5499999999999998,0,2.5499999999999998,2.5499994753099715,2.548623393767329,2.548623393767329,28,28.000000017081714,0,-1.9854431894270854e-16
0.0027931501858065172,2.5499999999999998,0,2.5499999999999998,2.5499994347778423,2.5485627730751448,2.5485627730751448,28,28.000000019109489,0,-9.6215478277330361e-17
0.0029934898722328383,2.5499999999999998,0,2.5499999999999998,2.549999394246663,2.5485046934468021,2.5485046934468021,28,28.00000002121168,0,-1.398712894622671e-16
0.0032526046729296036,2.5499999999999998,0,2.5499999999999998,2.5499993418259046,2.5484328760189991,2.5484328760189991,28,28.00000002403684,0,-1.6654455610338829e-16
0.003511719473626369,2.5499999999999998,0,2.5499999999999998,2.5499992894066006,2.5483643202814306,2.5483643202814306,28,28.000000026977322,0,-2.7517348902807875e-16
0.0037708342743231343,2.5499999999999998,0,2.5499999999999998,2.549999236988687,2.5482986190803287,2.5482986190803287,28,28.000000030028776,0,-4.2818640542124223e-16
0.0040299490750198997,2.5499999999999998,0,2.5499999999999998,2.5499991845721093,2.5482354391021711,2.5482354391021711,28,28.000000033187284,0,-4.7323170368348837e-16
0.0042890638757166651,2.5499999999999998,0,2.5499999999999998,2.5499991321568167,2.5481745050039342,2.5481745050039342,28,28.000000036449336,0,-6.9444422877291939e-16
0.0046383330696992582,2.5499999999999998,0,2.5499999999999998,2.5499990615065129,2.5480955235868947,2.5480955235868947,28,28.000000041004597,0,-7.7764069520675702e-16
0.0049876022636818514,2.5499999999999998,0,2.5499999999999998,2.5499989908583696,2.5480197541565595,2.5480197541565595,28,28.00000004573517,0,-1.0028499558714946e-15
0.0053368714576644445,2.5499999999999998,0,2.5499999999999998,2.5499989202123032,2.5479468298141095,2.5479468298141095,28,28.000000050634792,0,-1.1356886247285975e-15
0.0056861406516470377,2.5499999999999998,0,2.5499999999999998,2.5499988495682384,2.5478764470463711,2.5478764470463711,28,28.000000055697814,0,-1.0826528238915384e-15
0.0060354098456296308,2.5499999999999998,0,2.5499999999999998,2.5499987789261076,2.5478083522096093,2.5478083522096093,28,28.000000060919096,0,-1.223864360793384e-15
0.00651806965603508,2.5499999999999998,0,2.5499999999999998,2.5499986813078657,2.5477176250044677,2.5477176250044677,28,28.000000068386321,0,-1.4221023033532248e-15
0.0070007294664405292,2.5499999999999998,0,2.5499999999999998,2.5499985836930579,2.5476304002060255,2.5476304002060255,28,28.000000076135795,0,-1.6952354127926504e-15
0.0074833892768459784,2.5499999999999998,0,2.5499999999999998,2.5499984860815572,2.5475463005593904,2.5475463005593904,28,28.000000084157591,0,-1.7537686288063234e-15
0.0079660490872514277,2.5499999999999998,0,2.5499999999999998,2.5499983884732487,2.5474650101942538,2.5474650101942538,28,28.000000092442743,0,-1.9378549187863442e-15
0.0084487088976568769,2.5499999999999998,0,2.5499999999999998,2.5499982908680292,2.5473862623010439,2.5473862623010439,28,28.000000100983108,0,-1.982869498742483e-15
0.009110436436295782,2.5499999999999998,0,2.5499999999999998,2.5499981570559345,2.5472820217590395,2.5472820217590395,28,28.000000113093275,0,-2.2036139568693148e-15
0.0097721639749346872,2.5499999999999998,0,2.5499999999999998,2.5499980232492532,2.5471816524728785,2.5471816524728785,28,28.000000125651948,0,-2.7030675423366376e-15
0.010433891513573592,2.5499999999999998,0,2.5499999999999998,2.549997889447793,2.5470847542707471,2.5470847542707471,28,28.000000138643646,0,-2.9030900506922534e-15
0.011095619052212497,2.5499999999999998,0,2.5499999999999998,2.5499977556513782,2.5469909894207863,2.5469909894207863,28,28.000000152054366,0,-3.0961761590191892e-15
0.011757346590851403,2.5499999999999998,0,2.5499999999999998,2.5499976218598515,2.5469000706669016,2.5469000706669016,28,28.000000165871342,0,-3.0123830733837479e-15
0.012648961261882483,2.5499999999999998,0,2.5499999999999998,2.5499974415960209,2.54678163816769,2.54678163816769,28,28.000000185110448,0,-3.3861436746165694e-15
0.013540575932913563,2.5499999999999998,0,2.5499999999999998,2.5499972613404847,2.5466674263780495,2.5466674263780495,28,28.00000020504028,0,-3.7968861478269477e-15
0.014432190603944644,2.5499999999999998,0,2.5499999999999998,2.549997081092958,2.5465570159550643,2.5465570159550643,28,28.000000225637649,0,-4.1310334282380174e-15
0.015323805274975724,2.5499999999999998,0,2.5499999999999998,2.5499969008531833,2.5464500507531596,2.5464500507531596,28,28.000000246881534,0,-4.2650217748751711e-15
0.016215419946006802,2.5499999999999998,0,2.5499999999999998,2.5499967206209244,2.5463462260639766,2.5463462260639766,28,28.00000026875275,0,-4.503776840519441e-15
0.017401119184947945,2.5499999999999998,0,2.5499999999999998,2.5499964809532703,2.5462125749621629,2.5462125749621629,28,28.000000298779621,0,-4.8590180461563559e-15
0.018586818423889089,2.5499999999999998,0,2.5499999999999998,2.5499962412980732,2.5460834963228116,2.5460834963228116,28,28.00000032984746,0,-5.4312050945123375e-15
