time_s,heat_balance,moisture_balance,heat_quadrature_difference,moisture_quadrature_difference
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,5.621132902913172616e-17,3.048898130363281337e-14,7.202757351937686075e-20,5.867400653969794771e-21
2.000000000000000000e+00,2.310947248533103891e-16,5.727955702558589645e-14,1.460927469360558540e-19,1.339312230543263552e-20
3.000000000000000000e+00,5.208303164020552734e-16,8.350419726168139946e-14,1.923243961774087618e-19,1.806425988220267636e-20
4.000000000000000000e+00,9.202098158444961604e-16,1.089396733721216963e-13,2.405080801658873746e-19,2.430055293174462089e-20
5.000000000000000000e+00,1.385805524892039403e-15,1.320433750096255826e-13,3.223618233004213066e-19,3.260479751266913762e-20
6.000000000000000000e+00,1.972177392285644904e-15,1.558242299544137298e-13,3.693039875991432623e-19,3.935199623467030088e-20
7.000000000000000000e+00,2.656400824999820715e-15,1.793581985172350565e-13,4.402952801955943019e-19,4.973230196082594453e-20
8.000000000000000000e+00,3.439400411998139079e-15,2.026146842326584280e-13,5.113949564448643179e-19,5.596048539651933434e-20
9.000000000000000000e+00,4.311841331373088952e-15,2.253834768273871554e-13,5.964159107673315147e-19,5.699851596913490532e-20
1.000000000000000000e+01,5.337359223532936204e-15,2.493374033552510965e-13,6.759695119364842812e-19,6.997389812682946440e-20
1.100000000000000000e+01,6.313443039099787965e-15,2.698472119882148254e-13,7.284753704132486728e-19,7.827814270775397210e-20
1.200000000000000000e+01,7.172583983897578284e-15,2.863089033870983080e-13,8.671101049968524467e-19,8.658238728867847980e-20
1.300000000000000000e+01,7.811589956353458516e-15,2.975718389858397995e-13,8.956270483163427998e-19,8.658238728867847980e-20
1.400000000000000000e+01,8.292866878220993983e-15,3.053865595388026198e-13,9.509267965102195003e-19,9.592466244221857052e-20
1.500000000000000000e+01,8.661892873313717024e-15,3.109549840811079915e-13,1.005841180605183986e-18,1.021528458779119483e-19
1.600000000000000000e+01,8.949824903057481942e-15,3.150270233896722291e-13,1.112008989855449029e-18,1.187613350397609878e-19
1.700000000000000000e+01,9.178656838254090396e-15,3.180708099938992096e-13,1.168272148296605690e-18,1.187613350397609878e-19
1.800000000000000000e+01,9.365095679479135511e-15,3.203823960862973863e-13,1.314325141784266142e-18,1.322557324837633263e-19
1.900000000000000000e+01,9.521199416134832702e-15,3.221684895369931608e-13,1.362013949024630153e-18,1.405599770646878461e-19
2.000000000000000000e+01,9.646146191364670855e-15,3.235673361465953761e-13,1.527431488482620275e-18,1.467881605003812238e-19
2.100000000000000000e+01,9.752938516629836865e-15,3.246770032038723808e-13,1.569243493214575603e-18,1.467881605003812238e-19
2.200000000000000000e+01,9.843269171724332058e-15,3.255670101076007948e-13,1.667125974338231678e-18,1.467881605003812238e-19
2.300000000000000000e+01,9.916868293202736688e-15,3.262894303237842404e-13,1.726472045570684905e-18,1.592445273717679793e-19
2.400000000000000000e+01,9.980384335038600429e-15,3.268810060441715656e-13,1.802196091006899386e-18,1.685868025253080580e-19
2.500000000000000000e+01,1.003617246911923078e-14,3.273697564941251701e-13,1.858844613546968070e-18,1.768910471062326018e-19
2.600000000000000000e+01,1.008450255889005063e-14,3.277755065972504855e-13,1.895646884993067103e-18,1.810431693966948617e-19
