time_s,radius_cm,temperature_C,moisture
6.000000000000000000e+02,3.042968750000000222e-01,2.848357405628648209e+01,2.549999999998900257e+00
6.000000000000000000e+02,3.043945312499999889e-01,2.848359361809873391e+01,2.549999999998897593e+00
6.000000000000000000e+02,3.044921875000000111e-01,2.848361318637563855e+01,2.549999999998894928e+00
6.000000000000000000e+02,3.045898437500000333e-01,2.848363276111739140e+01,2.549999999998892264e+00
6.000000000000000000e+02,3.046875000000000000e-01,2.848365234232415233e+01,2.549999999998889155e+00
6.000000000000000000e+02,3.047851562500000222e-01,2.848367192999612030e+01,2.549999999998885603e+00
6.000000000000000000e+02,3.048828124999999889e-01,2.848369152413346583e+01,2.549999999998882494e+00
6.000000000000000000e+02,3.049804687500000111e-01,2.848371112473637368e+01,2.549999999998879829e+00
6.000000000000000000e+02,3.050781250000000333e-01,2.848373073180501791e+01,2.549999999998876721e+00
6.000000000000000000e+02,3.051757812500000000e-01,2.848375034533959393e+01,2.549999999998873612e+00
6.000000000000000000e+02,3.052734374999999667e-01,2.848376996534026873e+01,2.549999999998870504e+00
6.000000000000000000e+02,3.053710937500000444e-01,2.848378959180723058e+01,2.549999999998867395e+00
6.000000000000000000e+02,3.054687500000000111e-01,2.848380922474066423e+01,2.549999999998864286e+00
6.000000000000000000e+02,3.055664062499999778e-01,2.848382886414073312e+01,2.549999999998860734e+00
6.000000000000000000e+02,3.056640625000000000e-01,2.848384851000763263e+01,2.549999999998858069e+00
6.000000000000000000e+02,3.057617187500000222e-01,2.848386816234154395e+01,2.549999999998854960e+00
6.000000000000000000e+02,3.058593749999999889e-01,2.848388782114264473e+01,2.549999999998851852e+00
6.000000000000000000e+02,3.059570312500000111e-01,2.848390748641111969e+01,2.549999999998848743e+00
6.000000000000000000e+02,3.060546874999999778e-01,2.848392715814713938e+01,2.549999999998845635e+00
6.000000000000000000e+02,3.061523437500000000e-01,2.848394683635090274e+01,2.549999999998842082e+00
6.000000000000000000e+02,3.062500000000000222e-01,2.848396652102257676e+01,2.549999999998838973e+00
6.000000000000000000e+02,3.063476562499999889e-01,2.848398621216234972e+01,2.549999999998836309e+00
6.000000000000000000e+02,3.064453125000000111e-01,2.848400590977039570e+01,2.549999999998833200e+00
6.000000000000000000e+02,3.065429687500000333e-01,2.848402561384691012e+01,2.549999999998829647e+00
6.000000000000000000e+02,3.066406250000000000e-01,2.848404532439206349e+01,2.549999999998826095e+00
6.000000000000000000e+02,3.067382812500000222e-01,2.848406504140603701e+01,2.549999999998823430e+00
6.000000000000000000e+02,3.068359374999999889e-01,2.848408476488901897e+01,2.549999999998819877e+00
6.000000000000000000e+02,3.069335937500000111e-01,2.848410449484118701e+01,2.549999999998816769e+00
6.000000000000000000e+02,3.070312500000000333e-01,2.848412423126272941e+01,2.549999999998813216e+00
6.000000000000000000e+02,3.071289062500000000e-01,2.848414397415382382e+01,2.549999999998810551e+00
6.000000000000000000e+02,3.072265624999999667e-01,2.848416372351464076e+01,2.549999999998806999e+00
6.000000000000000000e+02,3.073242187500000444e-01,2.848418347934538275e+01,2.549999999998803002e+00
6.000000000000000000e+02,3.074218750000000111e-01,2.848420324164622031e+01,2.549999999998801226e+00
6.000000000000000000e+02,3.075195312499999778e-01,2.848422301041733462e+01,2.549999999998797229e+00
6.000000000000000000e+02,3.076171875000000000e-01,2.848424278565891399e+01,2.549999999998793676e+00
6.000000000000000000e+02,3.077148437500000222e-01,2.848426256737113249e+01,2.549999999998790567e+00
6.000000000000000000e+02,3.078124999999999889e-01,2.848428235555418198e+01,2.549999999998787459e+00
6.000000000000000000e+02,3.079101562500000111e-01,2.848430215020824008e+01,2.549999999998783906e+00
6.000000000000000000e+02,3.080078124999999778e-01,2.848432195133349509e+01,2.549999999998780797e+00
6.000000000000000000e+02,3.081054687500000000e-01,2.848434175893012110e+01,2.549999999998777689e+00
6.000000000000000000e+02,3.082031250000000222e-01,2.848436157299829574e+01,2.549999999998773692e+00
6.000000000000000000e+02,3.083007812499999889e-01,2.848438139353822152e+01,2.549999999998770139e+00
6.000000000000000000e+02,3.083984375000000111e-01,2.848440122055006185e+01,2.549999999998767031e+00
6.000000000000000000e+02,3.084960937500000333e-01,2.848442105403400859e+01,2.549999999998763478e+00
6.000000000000000000e+02,3.085937500000000000e-01,2.848444089399023937e+01,2.549999999998760813e+00
6.000000000000000000e+02,3.086914062500000222e-01,2.848446074041894605e+01,2.549999999998756817e+00
6.000000000000000000e+02,3.087890624999999889e-01,2.848448059332030624e+01,2.549999999998753708e+00
6.000000000000000000e+02,3.088867187500000111e-01,2.848450045269450115e+01,2.549999999998751044e+00
6.000000000000000000e+02,3.089843750000000333e-01,2.848452031854171196e+01,2.549999999998747047e+00
6.000000000000000000e+02,3.090820312500000000e-01,2.848454019086213052e+01,2.549999999998743494e+00
6.000000000000000000e+02,3.091796874999999667e-01,2.848456006965593090e+01,2.549999999998740385e+00
6.000000000000000000e+02,3.092773437500000444e-01,2.848457995492330497e+01,2.549999999998736833e+00
6.000000000000000000e+02,3.093750000000000111e-01,2.848459984666443034e+01,2.549999999998733280e+00
6.000000000000000000e+02,3.094726562499999778e-01,2.848461974487948822e+01,2.549999999998729727e+00
6.000000000000000000e+02,3.095703125000000000e-01,2.848463964956866690e+01,2.549999999998726175e+00
6.000000000000000000e+02,3.096679687500000222e-01,2.848465956073215466e+01,2.549999999998723066e+00
6.000000000000000000e+02,3.097656249999999889e-01,2.848467947837011849e+01,2.549999999998719513e+00
6.000000000000000000e+02,3.098632812500000111e-01,2.848469940248275378e+01,2.549999999998715960e+00
6.000000000000000000e+02,3.099609374999999778e-01,2.848471933307025239e+01,2.549999999998712408e+00
6.000000000000000000e+02,3.100585937500000000e-01,2.848473927013277418e+01,2.549999999998708411e+00
6.000000000000000000e+02,3.101562500000000222e-01,2.848475921367052166e+01,2.549999999998705302e+00
6.000000000000000000e+02,3.102539062499999889e-01,2.848477916368367602e+01,2.549999999998701306e+00
6.000000000000000000e+02,3.103515625000000111e-01,2.848479912017241134e+01,2.549999999998698197e+00
6.000000000000000000e+02,3.104492187500000333e-01,2.848481908313693012e+01,2.549999999998694200e+00
6.000000000000000000e+02,3.105468750000000000e-01,2.848483905257739579e+01,2.549999999998691091e+00
6.000000000000000000e+02,3.106445312500000222e-01,2.848485902849401086e+01,2.549999999998687095e+00
6.000000000000000000e+02,3.107421874999999889e-01,2.848487901088694230e+01,2.549999999998683542e+00
6.000000000000000000e+02,3.108398437500000111e-01,2.848489899975638551e+01,2.549999999998680433e+00
6.000000000000000000e+02,3.109375000000000333e-01,2.848491899510252523e+01,2.549999999998676881e+00
6.000000000000000000e+02,3.110351562500000000e-01,2.848493899692553910e+01,2.549999999998673772e+00
6.000000000000000000e+02,3.111328125000000222e-01,2.848495900522561186e+01,2.549999999998669331e+00
6.000000000000000000e+02,3.112304687500000444e-01,2.848497902000292825e+01,2.549999999998665778e+00
6.000000000000000000e+02,3.113281250000000111e-01,2.848499904125768012e+01,2.549999999998661782e+00
6.000000000000000000e+02,3.114257812499999778e-01,2.848501906899004510e+01,2.549999999998658229e+00
6.000000000000000000e+02,3.115234375000000000e-01,2.848503910320020438e+01,2.549999999998654676e+00
6.000000000000000000e+02,3.116210937500000222e-01,2.848505914388834981e+01,2.549999999998651123e+00
6.000000000000000000e+02,3.117187500000000444e-01,2.848507919105467323e+01,2.549999999998647571e+00
6.000000000000000000e+02,3.118164062500000111e-01,2.848509924469933807e+01,2.549999999998644018e+00
6.000000000000000000e+02,3.119140624999999778e-01,2.848511930482254684e+01,2.549999999998640021e+00
6.000000000000000000e+02,3.120117187500000000e-01,2.848513937142447716e+01,2.549999999998636024e+00
6.000000000000000000e+02,3.121093750000000222e-01,2.848515944450531734e+01,2.549999999998632916e+00
6.000000000000000000e+02,3.122070312499999889e-01,2.848517952406523790e+01,2.549999999998628475e+00
6.000000000000000000e+02,3.123046875000000111e-01,2.848519961010445556e+01,2.549999999998624922e+00
6.000000000000000000e+02,3.124023437500000333e-01,2.848521970262312308e+01,2.549999999998620925e+00
6.000000000000000000e+02,3.125000000000000000e-01,2.848523980162143943e+01,2.549999999998617817e+00
6.000000000000000000e+02,3.125976562500000222e-01,2.848525990709959288e+01,2.549999999998613376e+00
6.000000000000000000e+02,3.126953124999999889e-01,2.848528001905776463e+01,2.549999999998610267e+00
6.000000000000000000e+02,3.127929687500000111e-01,2.848530013749613587e+01,2.549999999998605826e+00
6.000000000000000000e+02,3.128906250000000333e-01,2.848532026241489490e+01,2.549999999998602718e+00
6.000000000000000000e+02,3.129882812500000000e-01,2.848534039381423710e+01,2.549999999998598277e+00
6.000000000000000000e+02,3.130859375000000222e-01,2.848536053169432947e+01,2.549999999998594724e+00
6.000000000000000000e+02,3.131835937499999889e-01,2.848538067605537094e+01,2.549999999998591615e+00
6.000000000000000000e+02,3.132812500000000111e-01,2.848540082689754271e+01,2.549999999998586286e+00
6.000000000000000000e+02,3.133789062500000333e-01,2.848542098422103308e+01,2.549999999998583178e+00
6.000000000000000000e+02,3.134765625000000000e-01,2.848544114802602323e+01,2.549999999998579625e+00
6.000000000000000000e+02,3.135742187499999667e-01,2.848546131831270856e+01,2.549999999998575628e+00
6.000000000000000000e+02,3.136718750000000444e-01,2.848548149508125960e+01,2.549999999998572076e+00
6.000000000000000000e+02,3.137695312500000111e-01,2.848550167833187530e+01,2.549999999998568079e+00
6.000000000000000000e+02,3.138671874999999778e-01,2.848552186806473330e+01,2.549999999998564082e+00
6.000000000000000000e+02,3.139648437500000000e-01,2.848554206428001834e+01,2.549999999998560085e+00
6.000000000000000000e+02,3.140625000000000222e-01,2.848556226697792582e+01,2.549999999998556088e+00
6.000000000000000000e+02,3.141601562499999889e-01,2.848558247615864403e+01,2.549999999998551647e+00
6.000000000000000000e+02,3.142578125000000111e-01,2.848560269182233640e+01,2.549999999998547651e+00
6.000000000000000000e+02,3.143554687499999778e-01,2.848562291396921964e+01,2.549999999998543654e+00
6.000000000000000000e+02,3.144531250000000000e-01,2.848564314259945718e+01,2.549999999998540545e+00
6.000000000000000000e+02,3.145507812500000222e-01,2.848566337771324797e+01,2.549999999998536548e+00
6.000000000000000000e+02,3.146484374999999889e-01,2.848568361931077320e+01,2.549999999998532108e+00
6.000000000000000000e+02,3.147460937500000111e-01,2.848570386739222116e+01,2.549999999998528111e+00
6.000000000000000000e+02,3.148437500000000333e-01,2.848572412195777304e+01,2.549999999998524114e+00
6.000000000000000000e+02,3.149414062500000000e-01,2.848574438300762424e+01,2.549999999998520117e+00
6.000000000000000000e+02,3.150390625000000222e-01,2.848576465054194884e+01,2.549999999998515676e+00
6.000000000000000000e+02,3.151367187499999889e-01,2.848578492456094580e+01,2.549999999998512124e+00
6.000000000000000000e+02,3.152343750000000111e-01,2.848580520506479985e+01,2.549999999998507683e+00
6.000000000000000000e+02,3.153320312500000333e-01,2.848582549205369219e+01,2.549999999998503686e+00
6.000000000000000000e+02,3.154296875000000000e-01,2.848584578552781821e+01,2.549999999998499689e+00
6.000000000000000000e+02,3.155273437499999667e-01,2.848586608548735200e+01,2.549999999998495248e+00
6.000000000000000000e+02,3.156250000000000444e-01,2.848588639193248895e+01,2.549999999998491695e+00
6.000000000000000000e+02,3.157226562500000111e-01,2.848590670486341736e+01,2.549999999998488143e+00
6.000000000000000000e+02,3.158203124999999778e-01,2.848592702428032908e+01,2.549999999998483702e+00
6.000000000000000000e+02,3.159179687500000000e-01,2.848594735018339108e+01,2.549999999998479261e+00
6.000000000000000000e+02,3.160156250000000222e-01,2.848596768257280942e+01,2.549999999998474820e+00
6.000000000000000000e+02,3.161132812499999889e-01,2.848598802144877240e+01,2.549999999998470823e+00
6.000000000000000000e+02,3.162109375000000111e-01,2.848600836681145410e+01,2.549999999998466826e+00
6.000000000000000000e+02,3.163085937499999778e-01,2.848602871866104280e+01,2.549999999998462830e+00
6.000000000000000000e+02,3.164062500000000000e-01,2.848604907699774103e+01,2.549999999998458389e+00
6.000000000000000000e+02,3.165039062500000222e-01,2.848606944182171929e+01,2.549999999998454392e+00
6.000000000000000000e+02,3.166015624999999889e-01,2.848608981313317656e+01,2.549999999998449951e+00
6.000000000000000000e+02,3.166992187500000111e-01,2.848611019093230112e+01,2.549999999998445954e+00
6.000000000000000000e+02,3.167968750000000333e-01,2.848613057521926706e+01,2.549999999998441069e+00
6.000000000000000000e+02,3.168945312500000000e-01,2.848615096599427332e+01,2.549999999998437517e+00
6.000000000000000000e+02,3.169921875000000222e-01,2.848617136325750820e+01,2.549999999998433076e+00
6.000000000000000000e+02,3.170898437499999889e-01,2.848619176700915645e+01,2.549999999998428635e+00
6.000000000000000000e+02,3.171875000000000111e-01,2.848621217724940280e+01,2.549999999998424638e+00
6.000000000000000000e+02,3.172851562500000333e-01,2.848623259397843910e+01,2.549999999998420197e+00
6.000000000000000000e+02,3.173828125000000000e-01,2.848625301719645364e+01,2.549999999998416644e+00
6.000000000000000000e+02,3.174804687499999667e-01,2.848627344690363472e+01,2.549999999998411759e+00
6.000000000000000000e+02,3.175781250000000444e-01,2.848629388310016708e+01,2.549999999998406874e+00
6.000000000000000000e+02,3.176757812500000111e-01,2.848631432578624256e+01,2.549999999998402878e+00
6.000000000000000000e+02,3.177734374999999778e-01,2.848633477496204591e+01,2.549999999998398437e+00
6.000000000000000000e+02,3.178710937500000000e-01,2.848635523062776542e+01,2.549999999998393996e+00
6.000000000000000000e+02,3.179687500000000222e-01,2.848637569278360004e+01,2.549999999998389999e+00
6.000000000000000000e+02,3.180664062499999889e-01,2.848639616142972031e+01,2.549999999998385558e+00
6.000000000000000000e+02,3.181640625000000111e-01,2.848641663656633582e+01,2.549999999998381117e+00
6.000000000000000000e+02,3.182617187499999778e-01,2.848643711819361357e+01,2.549999999998376232e+00
6.000000000000000000e+02,3.183593750000000000e-01,2.848645760631175960e+01,2.549999999998371791e+00
6.000000000000000000e+02,3.184570312500000222e-01,2.848647810092094090e+01,2.549999999998367795e+00
6.000000000000000000e+02,3.185546874999999889e-01,2.848649860202137063e+01,2.549999999998362910e+00
6.000000000000000000e+02,3.186523437500000111e-01,2.848651910961322642e+01,2.549999999998358025e+00
6.000000000000000000e+02,3.187500000000000333e-01,2.848653962369668946e+01,2.549999999998354472e+00
6.000000000000000000e+02,3.188476562500000000e-01,2.848656014427196581e+01,2.549999999998349587e+00
6.000000000000000000e+02,3.189453125000000222e-01,2.848658067133923311e+01,2.549999999998346034e+00
6.000000000000000000e+02,3.190429687499999889e-01,2.848660120489868319e+01,2.549999999998340705e+00
6.000000000000000000e+02,3.191406250000000111e-01,2.848662174495050081e+01,2.549999999998336264e+00
6.000000000000000000e+02,3.192382812500000333e-01,2.848664229149487781e+01,2.549999999998331823e+00
6.000000000000000000e+02,3.193359375000000000e-01,2.848666284453200959e+01,2.549999999998326494e+00
6.000000000000000000e+02,3.194335937499999667e-01,2.848668340406207733e+01,2.549999999998322942e+00
6.000000000000000000e+02,3.195312500000000444e-01,2.848670397008526933e+01,2.549999999998317612e+00
6.000000000000000000e+02,3.196289062500000111e-01,2.848672454260178455e+01,2.549999999998313616e+00
6.000000000000000000e+02,3.197265624999999778e-01,2.848674512161180061e+01,2.549999999998309619e+00
6.000000000000000000e+02,3.198242187500000000e-01,2.848676570711551648e+01,2.549999999998304734e+00
6.000000000000000000e+02,3.199218750000000222e-01,2.848678629911312044e+01,2.549999999998299405e+00
6.000000000000000000e+02,3.200195312499999889e-01,2.848680689760479012e+01,2.549999999998294964e+00
6.000000000000000000e+02,3.201171875000000111e-01,2.848682750259073160e+01,2.549999999998290523e+00
6.000000000000000000e+02,3.202148437499999778e-01,2.848684811407112250e+01,2.549999999998285638e+00
6.000000000000000000e+02,3.203125000000000000e-01,2.848686873204616532e+01,2.549999999998281197e+00
6.000000000000000000e+02,3.204101562500000222e-01,2.848688935651603416e+01,2.549999999998276312e+00
6.000000000000000000e+02,3.205078124999999889e-01,2.848690998748093151e+01,2.549999999998271427e+00
6.000000000000000000e+02,3.206054687500000111e-01,2.848693062494103501e+01,2.549999999998266986e+00
6.000000000000000000e+02,3.207031250000000333e-01,2.848695126889654716e+01,2.549999999998262101e+00
6.000000000000000000e+02,3.208007812500000000e-01,2.848697191934765272e+01,2.549999999998257216e+00
6.000000000000000000e+02,3.208984375000000222e-01,2.848699257629453996e+01,2.549999999998252775e+00
6.000000000000000000e+02,3.209960937499999889e-01,2.848701323973740784e+01,2.549999999998248335e+00
6.000000000000000000e+02,3.210937500000000111e-01,2.848703390967643045e+01,2.549999999998243450e+00
6.000000000000000000e+02,3.211914062500000333e-01,2.848705458611181029e+01,2.549999999998238565e+00
6.000000000000000000e+02,3.212890625000000000e-01,2.848707526904373211e+01,2.549999999998234124e+00
6.000000000000000000e+02,3.213867187499999667e-01,2.848709595847239129e+01,2.549999999998229239e+00
6.000000000000000000e+02,3.214843750000000444e-01,2.848711665439797969e+01,2.549999999998223910e+00
6.000000000000000000e+02,3.215820312500000111e-01,2.848713735682067494e+01,2.549999999998219025e+00
6.000000000000000000e+02,3.216796874999999778e-01,2.848715806574068310e+01,2.549999999998215028e+00
6.000000000000000000e+02,3.217773437500000000e-01,2.848717878115818181e+01,2.549999999998209255e+00
6.000000000000000000e+02,3.218750000000000222e-01,2.848719950307337712e+01,2.549999999998204370e+00
6.000000000000000000e+02,3.219726562499999889e-01,2.848722023148643601e+01,2.549999999998200373e+00
6.000000000000000000e+02,3.220703125000000111e-01,2.848724096639757164e+01,2.549999999998195044e+00
6.000000000000000000e+02,3.221679687499999778e-01,2.848726170780696876e+01,2.549999999998190159e+00
6.000000000000000000e+02,3.222656250000000000e-01,2.848728245571480855e+01,2.549999999998184386e+00
6.000000000000000000e+02,3.223632812500000222e-01,2.848730321012130062e+01,2.549999999998179945e+00
6.000000000000000000e+02,3.224609374999999889e-01,2.848732397102661906e+01,2.549999999998175504e+00
6.000000000000000000e+02,3.225585937500000111e-01,2.848734473843095572e+01,2.549999999998170619e+00
6.000000000000000000e+02,3.226562500000000333e-01,2.848736551233451308e+01,2.549999999998165290e+00
6.000000000000000000e+02,3.227539062500000000e-01,2.848738629273748302e+01,2.549999999998160405e+00
6.000000000000000000e+02,3.228515625000000222e-01,2.848740707964003605e+01,2.549999999998154632e+00
6.000000000000000000e+02,3.229492187499999889e-01,2.848742787304238533e+01,2.549999999998150191e+00
6.000000000000000000e+02,3.230468750000000111e-01,2.848744867294470851e+01,2.549999999998145306e+00
6.000000000000000000e+02,3.231445312500000333e-01,2.848746947934720453e+01,2.549999999998139977e+00
6.000000000000000000e+02,3.232421875000000000e-01,2.848749029225006879e+01,2.549999999998135536e+00
6.000000000000000000e+02,3.233398437500000222e-01,2.848751111165347893e+01,2.549999999998130207e+00
6.000000000000000000e+02,3.234375000000000444e-01,2.848753193755763746e+01,2.549999999998124878e+00
6.000000000000000000e+02,3.235351562500000111e-01,2.848755276996272912e+01,2.549999999998119993e+00
6.000000000000000000e+02,3.236328124999999778e-01,2.848757360886895640e+01,2.549999999998115108e+00
6.000000000000000000e+02,3.237304687500000000e-01,2.848759445427650050e+01,2.549999999998109779e+00
6.000000000000000000e+02,3.238281250000000222e-01,2.848761530618555327e+01,2.549999999998104450e+00
6.000000000000000000e+02,3.239257812500000444e-01,2.848763616459632075e+01,2.549999999998099121e+00
6.000000000000000000e+02,3.240234375000000111e-01,2.848765702950897705e+01,2.549999999998094236e+00
6.000000000000000000e+02,3.241210937499999778e-01,2.848767790092371399e+01,2.549999999998088906e+00
6.000000000000000000e+02,3.242187500000000000e-01,2.848769877884073765e+01,2.549999999998083133e+00
6.000000000000000000e+02,3.243164062500000222e-01,2.848771966326023275e+01,2.549999999998078692e+00
6.000000000000000000e+02,3.244140624999999889e-01,2.848774055418239470e+01,2.549999999998072919e+00
6.000000000000000000e+02,3.245117187500000111e-01,2.848776145160740825e+01,2.549999999998068034e+00
6.000000000000000000e+02,3.246093750000000333e-01,2.848778235553546878e+01,2.549999999998063149e+00
6.000000000000000000e+02,3.247070312500000000e-01,2.848780326596677526e+01,2.549999999998056932e+00
6.000000000000000000e+02,3.248046875000000222e-01,2.848782418290151242e+01,2.549999999998052491e+00
6.000000000000000000e+02,3.249023437499999889e-01,2.848784510633987210e+01,2.549999999998047162e+00
6.000000000000000000e+02,3.250000000000000111e-01,2.848786603628205327e+01,2.549999999998041389e+00
6.000000000000000000e+02,3.250976562500000333e-01,2.848788697272824422e+01,2.549999999998036504e+00
6.000000000000000000e+02,3.251953125000000000e-01,2.848790791567864389e+01,2.549999999998031619e+00
6.000000000000000000e+02,3.252929687500000222e-01,2.848792886513343348e+01,2.549999999998025846e+00
6.000000000000000000e+02,3.253906249999999889e-01,2.848794982109280483e+01,2.549999999998020517e+00
6.000000000000000000e+02,3.254882812500000111e-01,2.848797078355696399e+01,2.549999999998015188e+00
6.000000000000000000e+02,3.255859375000000333e-01,2.848799175252610283e+01,2.549999999998009859e+00
6.000000000000000000e+02,3.256835937500000000e-01,2.848801272800039897e+01,2.549999999998004974e+00
6.000000000000000000e+02,3.257812499999999667e-01,2.848803370998005846e+01,2.549999999997999200e+00
6.000000000000000000e+02,3.258789062500000444e-01,2.848805469846527316e+01,2.549999999997993871e+00
6.000000000000000000e+02,3.259765625000000111e-01,2.848807569345623136e+01,2.549999999997988098e+00
6.000000000000000000e+02,3.260742187499999778e-01,2.848809669495312846e+01,2.549999999997982325e+00
6.000000000000000000e+02,3.261718750000000000e-01,2.848811770295615631e+01,2.549999999997976552e+00
6.000000000000000000e+02,3.262695312500000222e-01,2.848813871746551385e+01,2.549999999997971667e+00
6.000000000000000000e+02,3.263671874999999889e-01,2.848815973848138583e+01,2.549999999997965894e+00
6.000000000000000000e+02,3.264648437500000111e-01,2.848818076600397475e+01,2.549999999997960121e+00
6.000000000000000000e+02,3.265624999999999778e-01,2.848820180003345826e+01,2.549999999997954792e+00
6.000000000000000000e+02,3.266601562500000000e-01,2.848822284057005305e+01,2.549999999997949907e+00
6.000000000000000000e+02,3.267578125000000222e-01,2.848824388761393323e+01,2.549999999997943689e+00
6.000000000000000000e+02,3.268554687499999889e-01,2.848826494116530483e+01,2.549999999997938360e+00
6.000000000000000000e+02,3.269531250000000111e-01,2.848828600122434551e+01,2.549999999997933031e+00
6.000000000000000000e+02,3.270507812500000333e-01,2.848830706779126842e+01,2.549999999997926814e+00
6.000000000000000000e+02,3.271484375000000000e-01,2.848832814086625831e+01,2.549999999997921041e+00
6.000000000000000000e+02,3.272460937500000222e-01,2.848834922044950702e+01,2.549999999997915712e+00
6.000000000000000000e+02,3.273437499999999889e-01,2.848837030654120639e+01,2.549999999997910383e+00
6.000000000000000000e+02,3.274414062500000111e-01,2.848839139914155538e+01,2.549999999997904165e+00
6.000000000000000000e+02,3.275390625000000333e-01,2.848841249825075295e+01,2.549999999997898392e+00
6.000000000000000000e+02,3.276367187500000000e-01,2.848843360386897672e+01,2.549999999997892619e+00
6.000000000000000000e+02,3.277343749999999667e-01,2.848845471599644341e+01,2.549999999997887290e+00
6.000000000000000000e+02,3.278320312500000444e-01,2.848847583463332356e+01,2.549999999997881517e+00
6.000000000000000000e+02,3.279296875000000111e-01,2.848849695977983032e+01,2.549999999997875744e+00
6.000000000000000000e+02,3.280273437499999778e-01,2.848851809143614489e+01,2.549999999997869526e+00
6.000000000000000000e+02,3.281250000000000000e-01,2.848853922960247331e+01,2.549999999997864197e+00
6.000000000000000000e+02,3.282226562500000222e-01,2.848856037427899324e+01,2.549999999997858424e+00
6.000000000000000000e+02,3.283203124999999889e-01,2.848858152546591782e+01,2.549999999997852651e+00
6.000000000000000000e+02,3.284179687500000111e-01,2.848860268316342825e+01,2.549999999997846878e+00
6.000000000000000000e+02,3.285156249999999778e-01,2.848862384737172704e+01,2.549999999997840661e+00
6.000000000000000000e+02,3.286132812500000000e-01,2.848864501809100602e+01,2.549999999997835332e+00
6.000000000000000000e+02,3.287109375000000222e-01,2.848866619532146416e+01,2.549999999997829558e+00
6.000000000000000000e+02,3.288085937499999889e-01,2.848868737906327908e+01,2.549999999997823341e+00
6.000000000000000000e+02,3.289062500000000111e-01,2.848870856931666751e+01,2.549999999997817124e+00
6.000000000000000000e+02,3.290039062500000333e-01,2.848872976608181062e+01,2.549999999997811351e+00
6.000000000000000000e+02,3.291015625000000000e-01,2.848875096935891449e+01,2.549999999997805578e+00
6.000000000000000000e+02,3.291992187500000222e-01,2.848877217914816384e+01,2.549999999997799804e+00
6.000000000000000000e+02,3.292968749999999889e-01,2.848879339544975053e+01,2.549999999997793587e+00
6.000000000000000000e+02,3.293945312500000111e-01,2.848881461826388062e+01,2.549999999997787370e+00
6.000000000000000000e+02,3.294921875000000333e-01,2.848883584759073884e+01,2.549999999997781597e+00
6.000000000000000000e+02,3.295898437500000000e-01,2.848885708343053125e+01,2.549999999997775380e+00
6.000000000000000000e+02,3.296874999999999667e-01,2.848887832578344970e+01,2.549999999997769606e+00
6.000000000000000000e+02,3.297851562500000444e-01,2.848889957464968248e+01,2.549999999997763389e+00
6.000000000000000000e+02,3.298828125000000111e-01,2.848892083002943565e+01,2.549999999997757172e+00
6.000000000000000000e+02,3.299804687499999778e-01,2.848894209192289040e+01,2.549999999997751399e+00
6.000000000000000000e+02,3.300781250000000000e-01,2.848896336033025989e+01,2.549999999997745626e+00
6.000000000000000000e+02,3.301757812500000222e-01,2.848898463525172176e+01,2.549999999997738520e+00
6.000000000000000000e+02,3.302734374999999889e-01,2.848900591668749271e+01,2.549999999997733191e+00
6.000000000000000000e+02,3.303710937500000111e-01,2.848902720463775040e+01,2.549999999997727418e+00
6.000000000000000000e+02,3.304687499999999778e-01,2.848904849910269022e+01,2.549999999997720757e+00
6.000000000000000000e+02,3.305664062500000000e-01,2.848906980008252177e+01,2.549999999997715427e+00
6.000000000000000000e+02,3.306640625000000222e-01,2.848909110757742980e+01,2.549999999997708766e+00
6.000000000000000000e+02,3.307617187499999889e-01,2.848911242158760970e+01,2.549999999997702549e+00
6.000000000000000000e+02,3.308593750000000111e-01,2.848913374211327110e+01,2.549999999997696332e+00
6.000000000000000000e+02,3.309570312500000333e-01,2.848915506915458806e+01,2.549999999997689670e+00
6.000000000000000000e+02,3.310546875000000000e-01,2.848917640271177376e+01,2.549999999997683009e+00
6.000000000000000000e+02,3.311523437500000222e-01,2.848919774278502359e+01,2.549999999997677236e+00
6.000000000000000000e+02,3.312499999999999889e-01,2.848921908937452230e+01,2.549999999997670574e+00
6.000000000000000000e+02,3.313476562500000111e-01,2.848924044248047593e+01,2.549999999997664801e+00
6.000000000000000000e+02,3.314453125000000333e-01,2.848926180210307280e+01,2.549999999997658584e+00
6.000000000000000000e+02,3.315429687500000000e-01,2.848928316824251894e+01,2.549999999997651035e+00
6.000000000000000000e+02,3.316406249999999667e-01,2.848930454089900977e+01,2.549999999997645261e+00
6.000000000000000000e+02,3.317382812500000444e-01,2.848932592007273357e+01,2.549999999997639488e+00
6.000000000000000000e+02,3.318359375000000111e-01,2.848934730576388574e+01,2.549999999997632827e+00
6.000000000000000000e+02,3.319335937499999778e-01,2.848936869797267235e+01,2.549999999997626610e+00
6.000000000000000000e+02,3.320312500000000000e-01,2.848939009669928879e+01,2.549999999997619948e+00
6.000000000000000000e+02,3.321289062500000222e-01,2.848941150194392335e+01,2.549999999997613287e+00
6.000000000000000000e+02,3.322265624999999889e-01,2.848943291370678210e+01,2.549999999997607070e+00
6.000000000000000000e+02,3.323242187500000111e-01,2.848945433198806398e+01,2.549999999997600408e+00
6.000000000000000000e+02,3.324218749999999778e-01,2.848947575678795374e+01,2.549999999997594191e+00
6.000000000000000000e+02,3.325195312500000000e-01,2.848949718810665033e+01,2.549999999997586642e+00
6.000000000000000000e+02,3.326171875000000222e-01,2.848951862594435980e+01,2.549999999997580868e+00
