time_s,center_temperature_C,surface_temperature_C,mean_temperature_C,center_moisture,surface_moisture,mean_moisture
3.710000000000000000e+02,2.809348048263414910e+01,2.914697641578576892e+01,2.853484816976611782e+01,2.549999999999999822e+00,2.002080168886323452e+00,2.486145183302567396e+00
3.720000000000000000e+02,2.809440553916927996e+01,2.915123679815339486e+01,2.853748055980670273e+01,2.549999999999999822e+00,2.001437338689650236e+00,2.485986835909574477e+00
3.730000000000000000e+02,2.809533596758108942e+01,2.915550308850578887e+01,2.854011825001344604e+01,2.549999999999999822e+00,2.000795602780332416e+00,2.485828540499195327e+00
3.740000000000000000e+02,2.809627178119414381e+01,2.915977511643251674e+01,2.854276123356085293e+01,2.549999999999999822e+00,2.000154956634952352e+00,2.485670296984070049e+00
3.750000000000000000e+02,2.809721299325945409e+01,2.916405273301495527e+01,2.854540950381037234e+01,2.549999999999999822e+00,1.999515395764396519e+00,2.485512105277193129e+00
3.760000000000000000e+02,2.809815961694404862e+01,2.916833580698155970e+01,2.854806305428708413e+01,2.549999999999999822e+00,1.998876915712860969e+00,2.485353965291925427e+00
3.770000000000000000e+02,2.809911166532065963e+01,2.917262422184641579e+01,2.855072187866119648e+01,2.549999999999999822e+00,1.998239512057035094e+00,2.485195876941975524e+00
3.780000000000000000e+02,2.810006915135780048e+01,2.917691787357008693e+01,2.855338597073210138e+01,2.549999999999999822e+00,1.997603180405384871e+00,2.485037840141409493e+00
3.790000000000000000e+02,2.810103208791007390e+01,2.918121666868145425e+01,2.855605532441483518e+01,2.549999999999999822e+00,1.996967916397531573e+00,2.484879854804640242e+00
3.800000000000000000e+02,2.810200048770890291e+01,2.918552052276458397e+01,2.855872993372852875e+01,2.549999999999999822e+00,1.996333715703692002e+00,2.484721920846430177e+00
3.810000000000000000e+02,2.810297436335347498e+01,2.918982935923162358e+01,2.856140979278654513e+01,2.549999999999999822e+00,1.995700574024183549e+00,2.484564038181887202e+00
3.820000000000000000e+02,2.810395372730215158e+01,2.919414310832429749e+01,2.856409489578798855e+01,2.549999999999999822e+00,1.995068487088968556e+00,2.484406206726460731e+00
3.830000000000000000e+02,2.810493859186421872e+01,2.919846170626043502e+01,2.856678523701024730e+01,2.549999999999999822e+00,1.994437450657235322e+00,2.484248426395939902e+00
3.840000000000000000e+02,2.810592896919187922e+01,2.920278509450341886e+01,2.856948081080236790e+01,2.549999999999999822e+00,1.993807460516998864e+00,2.484090697106454471e+00
3.850000000000000000e+02,2.810692487127279549e+01,2.920711321915915093e+01,2.857218161157926772e+01,2.549999999999999822e+00,1.993178512484731657e+00,2.483933018774467705e+00
3.860000000000000000e+02,2.810792630992280294e+01,2.921144603044685439e+01,2.857488763381655161e+01,2.549999999999999822e+00,1.992550602405010141e+00,2.483775391316777714e+00
3.870000000000000000e+02,2.810893329677910657e+01,2.921578348225589394e+01,2.857759887204593241e+01,2.549999999999999822e+00,1.991923726150181650e+00,2.483617814650514344e+00
3.880000000000000000e+02,2.810994584329386470e+01,2.922012553177352956e+01,2.858031532085128390e+01,2.549999999999999822e+00,1.991297879620047118e+00,2.483460288693134732e+00
3.890000000000000000e+02,2.811096396072811032e+01,2.922447213915021891e+01,2.858303697486496375e+01,2.549999999999999822e+00,1.990673058741552204e+00,2.483302813362423755e+00
3.900000000000000000e+02,2.811198766014605965e+01,2.922882326719879131e+01,2.858576382876444200e+01,2.549999999999999822e+00,1.990049259468488652e+00,2.483145388576493140e+00
3.910000000000000000e+02,2.811301695240975818e+01,2.923317888113916396e+01,2.858849587726939490e+01,2.549999999999999822e+00,1.989426477781209401e+00,2.482988014253773912e+00
3.920000000000000000e+02,2.811405184817407488e+01,2.923753894837034650e+01,2.859123311513895871e+01,2.549999999999999822e+00,1.988804709686346595e+00,2.482830690313019506e+00
3.930000000000000000e+02,2.811509235788210148e+01,2.924190343827390137e+01,2.859397553716927121e+01,2.549999999999999822e+00,1.988183951216542678e+00,2.482673416673300881e+00
3.940000000000000000e+02,2.811613849176095314e+01,2.924627232203993543e+01,2.859672313819134715e+01,2.549999999999999822e+00,1.987564198430185503e+00,2.482516193254006520e+00
3.950000000000000000e+02,2.811719025981774323e+01,2.925064557250401975e+01,2.859947591306894665e+01,2.549999999999999822e+00,1.986945447411150312e+00,2.482359019974837544e+00
3.960000000000000000e+02,2.811824767183626150e+01,2.925502316401904324e+01,2.860223385669684504e+01,2.549999999999999822e+00,1.986327694268552380e+00,2.482201896755809933e+00
3.970000000000000000e+02,2.811931073737369502e+01,2.925940507232065357e+01,2.860499696399902447e+01,2.549999999999999822e+00,1.985710935136492994e+00,2.482044823517248311e+00
3.980000000000000000e+02,2.812037946575782144e+01,2.926379127441517625e+01,2.860776522992724225e+01,2.549999999999999822e+00,1.985095166173824088e+00,2.481887800179783721e+00
3.990000000000000000e+02,2.812145386608450082e+01,2.926818174847985432e+01,2.861053864945946046e+01,2.549999999999999822e+00,1.984480383563909545e+00,2.481730826664357181e+00
4.000000000000000000e+02,2.812253394721549427e+01,2.927257647376756466e+01,2.861331721759855284e+01,2.549999999999999822e+00,1.983866583514390936e+00,2.481573902892212580e+00
4.010000000000000000e+02,2.812361971777685099e+01,2.927697543053112739e+01,2.861610092937121763e+01,2.549999999999999822e+00,1.983253762256959707e+00,2.481417028784894008e+00
4.020000000000000000e+02,2.812471118615730958e+01,2.928137859994496495e+01,2.861888977982668081e+01,2.549999999999999822e+00,1.982641916047138020e+00,2.481260204264250202e+00
4.030000000000000000e+02,2.812580836050726418e+01,2.928578596403702150e+01,2.862168376403580794e+01,2.549999999999999822e+00,1.982031041164049157e+00,2.481103429252424331e+00
4.040000000000000000e+02,2.812691124873797222e+01,2.929019750562758873e+01,2.862448287709002059e+01,2.549999999999999822e+00,1.981421133910208576e+00,2.480946703671860210e+00
4.050000000000000000e+02,2.812801985852098596e+01,2.929461320827074644e+01,2.862728711410045435e+01,2.549999999999999822e+00,1.980812190611304535e+00,2.480790027445293422e+00
4.060000000000000000e+02,2.812913419728815967e+01,2.929903305620624465e+01,2.863009647019714876e+01,2.549999999999999822e+00,1.980204207615988921e+00,2.480633400495753982e+00
4.070000000000000000e+02,2.813025427223180230e+01,2.930345703431091664e+01,2.863291094052821606e+01,2.549999999999999822e+00,1.979597181295673414e+00,2.480476822746564114e+00
4.080000000000000000e+02,2.813138009030504350e+01,2.930788512805571955e+01,2.863573052025915544e+01,2.549999999999999822e+00,1.978991108044319658e+00,2.480320294121332481e+00
4.090000000000000000e+02,2.813251165822273236e+01,2.931231732346635255e+01,2.863855520457220294e+01,2.549999999999999822e+00,1.978385984278240528e+00,2.480163814543956846e+00
4.100000000000000000e+02,2.813364898246233281e+01,2.931675360708576861e+01,2.864138498866563864e+01,2.549999999999999822e+00,1.977781806435900069e+00,2.480007383938623189e+00
4.110000000000000000e+02,2.813479206926542631e+01,2.932119396594250915e+01,2.864421986775324314e+01,2.549999999999999822e+00,1.977178570977720096e+00,2.479851002229796819e+00
4.120000000000000000e+02,2.813594092463919694e+01,2.932563838751893925e+01,2.864705983706376102e+01,2.549999999999999822e+00,1.976576274385882792e+00,2.479694669342230373e+00
4.130000000000000000e+02,2.813709555435828236e+01,2.933008685972298935e+01,2.864990489184031119e+01,2.549999999999999822e+00,1.975974913164141533e+00,2.479538385200952266e+00
4.140000000000000000e+02,2.813825596396693030e+01,2.933453937086204633e+01,2.865275502734004220e+01,2.549999999999999822e+00,1.975374483837634809e+00,2.479382149731272911e+00
4.150000000000000000e+02,2.813942215878117992e+01,2.933899590961791759e+01,2.865561023883348568e+01,2.549999999999999822e+00,1.974774982952695712e+00,2.479225962858780274e+00
4.160000000000000000e+02,2.814059414389148017e+01,2.934345646502541527e+01,2.865847052160430408e+01,2.549999999999999822e+00,1.974176407076669193e+00,2.479069824509334108e+00
4.170000000000000000e+02,2.814177192416545026e+01,2.934792102645096890e+01,2.866133587094883239e+01,2.549999999999999822e+00,1.973578752797734870e+00,2.478913734609071717e+00
4.180000000000000000e+02,2.814295550425066850e+01,2.935238958357329864e+01,2.866420628217563049e+01,2.549999999999999822e+00,1.972982016724721843e+00,2.478757693084401303e+00
4.190000000000000000e+02,2.814414488857790531e+01,2.935686212636557357e+01,2.866708175060524155e+01,2.549999999999999822e+00,1.972386195486935501e+00,2.478601699862000185e+00
4.200000000000000000e+02,2.814534008136416432e+01,2.936133864507775115e+01,2.866996227156976573e+01,2.549999999999999822e+00,1.971791285733979882e+00,2.478445754868817019e+00
4.210000000000000000e+02,2.814654108662214327e+01,2.936573924283279524e+01,2.867284566954765168e+01,2.549999999999999822e+00,1.971197287123349629e+00,2.478289858045351401e+00
4.220000000000000000e+02,2.814774790814039562e+01,2.937007873183591400e+01,2.867572983035835676e+01,2.549999999999999822e+00,1.970604195810311543e+00,2.478134009332067844e+00
4.230000000000000000e+02,2.814896054952173543e+01,2.937438046164730920e+01,2.867861480848980094e+01,2.549999999999999822e+00,1.970012007636838147e+00,2.477978208656604675e+00
4.240000000000000000e+02,2.815017901416385371e+01,2.937865275156720202e+01,2.868150064280698786e+01,2.549999999999999822e+00,1.969420719022297650e+00,2.477822455946856017e+00
4.250000000000000000e+02,2.815140330526887880e+01,2.938290040274506509e+01,2.868438736480626261e+01,2.549999999999999822e+00,1.968830326536304076e+00,2.477666751130997547e+00
4.260000000000000000e+02,2.815263342584740158e+01,2.938712664960735665e+01,2.868727500137454456e+01,2.549999999999998934e+00,1.968240826826020973e+00,2.477511094137470948e+00
