time_s,step_s,temperature_min_C,temperature_max_C,moisture_min,moisture_max,surface_temperature_C,surface_moisture,mean_temperature_C,mean_moisture
4.980581784697503469e-07,4.980581784697503469e-07,2.800000000000000000e+01,2.800000000000003908e+01,2.549997738483442689e+00,2.549999999999999822e+00,2.800000000000003908e+01,2.549997738483442689e+00,2.800000000000000000e+01,2.549999999889096092e+00
9.961163569395006937e-07,4.980581784697503469e-07,2.800000000000000000e+01,2.800000000000012079e+01,2.549995488249753084e+00,2.549999999999999822e+00,2.800000000000012079e+01,2.549995488249753084e+00,2.800000000000000000e+01,2.549999999778192361e+00
1.975591255205756502e-06,9.794748982662558087e-07,2.800000000000000000e+01,2.800000000000035882e+01,2.549991092049616270e+00,2.549999999999999822e+00,2.800000000000035882e+01,2.549991092049616270e+00,2.800000000000000000e+01,2.549999999560090824e+00
2.955066153472012311e-06,9.794748982662558087e-07,2.800000000000000000e+01,2.800000000000071054e+01,2.549986737552496052e+00,2.549999999999999822e+00,2.800000000000071054e+01,2.549986737552496052e+00,2.800000000000000000e+01,2.549999999341989732e+00
3.934541051738268120e-06,9.794748982662558087e-07,2.800000000000000000e+01,2.800000000000115463e+01,2.549982425703438249e+00,2.549999999999999822e+00,2.800000000000115463e+01,2.549982425703438249e+00,2.800000000000000000e+01,2.549999999123888639e+00
6.410353871540612556e-06,2.475812819802344436e-06,2.800000000000000000e+01,2.800000000000260414e+01,2.549971713969298115e+00,2.549999999999999822e+00,2.800000000000260414e+01,2.549971713969298115e+00,2.800000000000000000e+01,2.549999998572598070e+00
8.886166691342956993e-06,2.475812819802344436e-06,2.800000000000000000e+01,2.800000000000443379e+01,2.549961264240609093e+00,2.549999999999999822e+00,2.800000000000443379e+01,2.549961264240609093e+00,2.800000000000000000e+01,2.549999998021310166e+00
1.136197951114530143e-05,2.475812819802344436e-06,2.800000000000000000e+01,2.800000000000658318e+01,2.549951067240913805e+00,2.549999999999999822e+00,2.800000000000658318e+01,2.549951067240913805e+00,2.800000000000000000e+01,2.549999997470023594e+00
1.596212461731883153e-05,4.600145106173530101e-06,2.800000000000000000e+01,2.800000000001128342e+01,2.549932761671021009e+00,2.549999999999999822e+00,2.800000000001128342e+01,2.549932761671021009e+00,2.800000000000000000e+01,2.549999996445721617e+00
2.056226972349236163e-05,4.600145106173530101e-06,2.800000000000000000e+01,2.800000000001673683e+01,2.549915240771307268e+00,2.549999999999999822e+00,2.800000000001673683e+01,2.549915240771307268e+00,2.800000000000000000e+01,2.549999995421426302e+00
2.516241482966589173e-05,4.600145106173530101e-06,2.800000000000000000e+01,2.800000000002286527e+01,2.549898450952086559e+00,2.549999999999999822e+00,2.800000000002286527e+01,2.549898450952086559e+00,2.800000000000000000e+01,2.549999994397137648e+00
2.976255993583942183e-05,4.600145106173530101e-06,2.800000000000000000e+01,2.800000000002960476e+01,2.549882343306888455e+00,2.549999999999999822e+00,2.800000000002960476e+01,2.549882343306888455e+00,2.800000000000001066e+01,2.549999993372856100e+00
3.747417137481635002e-05,7.711611438976928183e-06,2.800000000000000000e+01,2.800000000004212453e+01,2.549856748955645624e+00,2.549999999999999822e+00,2.800000000004212453e+01,2.549856748955645624e+00,2.800000000000001066e+01,2.549999991655780729e+00
4.518578281379327481e-05,7.711611438976924795e-06,2.800000000000000000e+01,2.800000000005603695e+01,2.549832757123641436e+00,2.549999999999999822e+00,2.800000000005603695e+01,2.549832757123641436e+00,2.800000000000001066e+01,2.549999989938721345e+00
5.289739425277019961e-05,7.711611438976924795e-06,2.800000000000000000e+01,2.800000000007122480e+01,2.549810201164772749e+00,2.549999999999999822e+00,2.800000000007122480e+01,2.549810201164772749e+00,2.800000000000001776e+01,2.549999988221678393e+00
6.060900569174712440e-05,7.711611438976924795e-06,2.800000000000000000e+01,2.800000000008758150e+01,2.549788933577779471e+00,2.549999999999999822e+00,2.800000000008758150e+01,2.549788933577779471e+00,2.800000000000001776e+01,2.549999986504650540e+00
6.832061713072404242e-05,7.711611438976918018e-06,2.800000000000000000e+01,2.800000000010502887e+01,2.549768823995350875e+00,2.549999999999999822e+00,2.800000000010502887e+01,2.549768823995350875e+00,2.800000000000002842e+01,2.549999984787636453e+00
7.934862870512573421e-05,1.102801157440169179e-05,2.800000000000000000e+01,2.800000000013173462e+01,2.549741852364291628e+00,2.549999999999999822e+00,2.800000000013173462e+01,2.549741852364291628e+00,2.800000000000003553e+01,2.549999982332238346e+00
9.037664027952742600e-05,1.102801157440169179e-05,2.800000000000000000e+01,2.800000000016039081e+01,2.549716726728251448e+00,2.549999999999999822e+00,2.800000000016039081e+01,2.549716726728251448e+00,2.800000000000003908e+01,2.549999979876865552e+00
1.014046518539291178e-04,1.102801157440169179e-05,2.800000000000000000e+01,2.800000000019086954e+01,2.549693204692481174e+00,2.549999999999999822e+00,2.800000000019086954e+01,2.549693204692481174e+00,2.800000000000005684e+01,2.549999977421516295e+00
1.124326634283308096e-04,1.102801157440169179e-05,2.800000000000000000e+01,2.800000000022306423e+01,2.549671081523019911e+00,2.549999999999999822e+00,2.800000000022306423e+01,2.549671081523019911e+00,2.800000000000006750e+01,2.549999974966189686e+00
1.234606750027325149e-04,1.102801157440170534e-05,2.800000000000000000e+01,2.800000000025689317e+01,2.549650183848107599e+00,2.549999999999999822e+00,2.800000000025689317e+01,2.549650183848107599e+00,2.800000000000007816e+01,2.549999972510883506e+00
1.363306478566969637e-04,1.286997285396444877e-05,2.800000000000000000e+01,2.800000000029832492e+01,2.549627150951629062e+00,2.549999999999999822e+00,2.800000000029832492e+01,2.549627150951629062e+00,2.800000000000009948e+01,2.549999969645502684e+00
1.492006207106614125e-04,1.286997285396444877e-05,2.800000000000000000e+01,2.800000000034178171e+01,2.549605392486394617e+00,2.549999999999999822e+00,2.800000000034178171e+01,2.549605392486394617e+00,2.800000000000011724e+01,2.549999966780147620e+00
1.620705935646258612e-04,1.286997285396444877e-05,2.800000000000000000e+01,2.800000000038716408e+01,2.549584745479027248e+00,2.549999999999999822e+00,2.800000000038716408e+01,2.549584745479027248e+00,2.800000000000013856e+01,2.549999963914816536e+00
1.749405664185903100e-04,1.286997285396444877e-05,2.800000000000000000e+01,2.800000000043438320e+01,2.549565073945869731e+00,2.549999999999999822e+00,2.800000000043438320e+01,2.549565073945869731e+00,2.800000000000015987e+01,2.549999961049508101e+00
1.878105392725547588e-04,1.286997285396444877e-05,2.800000000000000000e+01,2.800000000048339643e+01,2.549546264022121367e+00,2.549999999999999822e+00,2.800000000048339643e+01,2.549546264022121367e+00,2.800000000000018474e+01,2.549999958184221871e+00
2.006805121265192076e-04,1.286997285396444877e-05,2.800000000000000000e+01,2.800000000053411497e+01,2.549528219799139794e+00,2.549999999999999822e+00,2.800000000053411497e+01,2.549528219799139794e+00,2.800000000000021672e+01,2.549999955318956069e+00
2.195067479869934515e-04,1.882623586047424392e-05,2.800000000000000000e+01,2.800000000061127992e+01,2.549503038151030854e+00,2.549999999999999822e+00,2.800000000061127992e+01,2.549503038151030854e+00,2.800000000000024869e+01,2.549999951127672748e+00
2.383329838474676954e-04,1.882623586047424392e-05,2.800000000000000000e+01,2.800000000069184480e+01,2.549479113565846333e+00,2.549999999999999822e+00,2.800000000069184480e+01,2.549479113565846333e+00,2.800000000000029488e+01,2.549999946936429840e+00
2.571592197079419122e-04,1.882623586047421681e-05,2.800000000000000000e+01,2.800000000077566042e+01,2.549456277651431790e+00,2.549999999999999822e+00,2.800000000077566042e+01,2.549456277651431790e+00,2.800000000000034817e+01,2.549999942745226011e+00
2.759854555684161290e-04,1.882623586047421681e-05,2.800000000000000000e+01,2.800000000086261664e+01,2.549434394612099641e+00,2.549999999999999822e+00,2.800000000086261664e+01,2.549434394612099641e+00,2.800000000000039790e+01,2.549999938554058598e+00
2.948116914288903458e-04,1.882623586047421681e-05,2.800000000000000000e+01,2.800000000095259978e+01,2.549413353914043334e+00,2.549999999999999822e+00,2.800000000095259978e+01,2.549413353914043334e+00,2.800000000000044764e+01,2.549999934362927601e+00
3.136379272893645626e-04,1.882623586047421681e-05,2.800000000000000000e+01,2.800000000104550324e+01,2.549393064300935929e+00,2.549999999999999822e+00,2.800000000104550324e+01,2.549393064300935929e+00,2.800000000000050804e+01,2.549999930171830353e+00
3.386831815784370698e-04,2.504525428907250712e-05,2.800000000000000000e+01,2.800000000117348620e+01,2.549367107246615305e+00,2.549999999999999822e+00,2.800000000117348620e+01,2.549367107246615305e+00,2.800000000000059330e+01,2.549999924596305423e+00
3.637284358675095769e-04,2.504525428907250712e-05,2.800000000000000000e+01,2.800000000130630085e+01,2.549342197687496814e+00,2.549999999999999822e+00,2.800000000130630085e+01,2.549342197687496814e+00,2.800000000000068567e+01,2.549999919020837336e+00
3.887736901565820840e-04,2.504525428907250712e-05,2.800000000000000000e+01,2.800000000144378021e+01,2.549318215343601146e+00,2.549999999999999822e+00,2.800000000144378021e+01,2.549318215343601146e+00,2.800000000000078515e+01,2.549999913445422539e+00
4.138189444456545911e-04,2.504525428907250712e-05,2.800000000000000000e+01,2.800000000158576796e+01,2.549295061885587188e+00,2.549999999999999822e+00,2.800000000158576796e+01,2.549295061885587188e+00,2.800000000000088463e+01,2.549999907870060145e+00
4.388641987347270982e-04,2.504525428907250712e-05,2.800000000000000000e+01,2.800000000173212911e+01,2.549272655743530791e+00,2.549999999999999822e+00,2.800000000173212911e+01,2.549272655743530791e+00,2.800000000000099476e+01,2.549999902294747489e+00
4.639094530237996053e-04,2.504525428907250712e-05,2.800000000000000000e+01,2.800000000188272864e+01,2.549250927976756564e+00,2.549999999999999822e+00,2.800000000188272864e+01,2.549250927976756564e+00,2.800000000000111200e+01,2.549999896719483683e+00
4.988035234158750154e-04,3.489407039207541002e-05,2.800000000000000000e+01,2.800000000209940865e+01,2.549221677618518811e+00,2.549999999999999822e+00,2.800000000209940865e+01,2.549221677618518811e+00,2.800000000000128964e+01,2.549999888951877125e+00
5.336975938079503712e-04,3.489407039207535581e-05,2.800000000000000000e+01,2.800000000232381936e+01,2.549193496761380739e+00,2.549999999999999822e+00,2.800000000232381936e+01,2.549193496761380739e+00,2.800000000000147438e+01,2.549999881184358941e+00
5.685916642000257270e-04,3.489407039207535581e-05,2.800000000000000000e+01,2.800000000255569432e+01,2.549166274513531061e+00,2.549999999999999822e+00,2.800000000255569432e+01,2.549166274513531061e+00,2.800000000000167333e+01,2.549999873416925578e+00
6.034857345921010828e-04,3.489407039207535581e-05,2.800000000000000000e+01,2.800000000279480261e+01,2.549139918597862486e+00,2.549999999999999822e+00,2.800000000279480261e+01,2.549139918597862486e+00,2.800000000000188294e+01,2.549999865649574371e+00
6.383798049841764386e-04,3.489407039207535581e-05,2.800000000000000000e+01,2.800000000304093817e+01,2.549114351022416347e+00,2.549999999999999822e+00,2.800000000304093817e+01,2.549114351022416347e+00,2.800000000000210676e+01,2.549999857882302656e+00
6.732738753762517944e-04,3.489407039207535581e-05,2.800000000000000000e+01,2.800000000329389849e+01,2.549089504734693534e+00,2.549999999999999822e+00,2.800000000329389849e+01,2.549089504734693534e+00,2.800000000000234124e+01,2.549999850115108657e+00
7.225272546841196488e-04,4.925337930786785438e-05,2.800000000000000000e+01,2.800000000366223318e+01,2.549055550809853798e+00,2.549999999999999822e+00,2.800000000366223318e+01,2.549055550809853798e+00,2.800000000000269651e+01,2.549999839151753100e+00
7.717806339919875032e-04,4.925337930786785438e-05,2.800000000000000000e+01,2.800000000404334344e+01,2.549022780239506236e+00,2.549999999999999822e+00,2.800000000404334344e+01,2.549022780239506236e+00,2.800000000000307665e+01,2.549999828188541873e+00
8.210340132998553576e-04,4.925337930786785438e-05,2.800000000000000000e+01,2.800000000443683135e+01,2.548991076656786703e+00,2.549999999999999822e+00,2.800000000443683135e+01,2.548991076656786703e+00,2.800000000000348166e+01,2.549999817225470977e+00
8.702873926077232120e-04,4.925337930786785438e-05,2.800000000000000000e+01,2.800000000484230966e+01,2.548960342056035167e+00,2.549999999999999822e+00,2.800000000484230966e+01,2.548960342056035167e+00,2.800000000000390443e+01,2.549999806262534641e+00
9.195407719155910663e-04,4.925337930786785438e-05,2.800000000000000000e+01,2.800000000525943733e+01,2.548930492733105346e+00,2.549999999999999822e+00,2.800000000525943733e+01,2.548930492733105346e+00,2.800000000000436273e+01,2.549999795299729755e+00
9.687941512234589207e-04,4.925337930786785438e-05,2.800000000000000000e+01,2.800000000568788394e+01,2.548901456237517849e+00,2.549999999999999822e+00,2.800000000568788394e+01,2.548901456237517849e+00,2.800000000000484235e+01,2.549999784337052322e+00
1.037747161679348400e-03,6.895301045588947929e-05,2.800000000000000000e+01,2.800000000630618047e+01,2.548862053232774816e+00,2.549999999999999822e+00,2.800000000630618047e+01,2.548862053232774816e+00,2.800000000000555644e+01,2.549999768989894999e+00
1.106700172135237879e-03,6.895301045588947929e-05,2.800000000000000000e+01,2.800000000694538471e+01,2.548823972421308426e+00,2.549999999999999822e+00,2.800000000694538471e+01,2.548823972421308426e+00,2.800000000000631317e+01,2.549999753642972600e+00
1.175653182591127359e-03,6.895301045588947929e-05,2.800000000000000000e+01,2.800000000760482521e+01,2.548787088676097490e+00,2.549999999999999822e+00,2.800000000760482521e+01,2.548787088676097490e+00,2.800000000000713030e+01,2.549999738296277574e+00
1.244606193047016838e-03,6.895301045588947929e-05,2.800000000000000000e+01,2.800000000828389801e+01,2.548751295707153641e+00,2.549999999999999822e+00,2.800000000828389801e+01,2.548751295707153641e+00,2.800000000000799005e+01,2.549999722949803260e+00
1.313559203502906317e-03,6.895301045588947929e-05,2.800000000000000000e+01,2.800000000898205244e+01,2.548716502215273128e+00,2.549999999999999822e+00,2.800000000898205244e+01,2.548716502215273128e+00,2.800000000000889600e+01,2.549999707603543442e+00
1.382512213958795796e-03,6.895301045588947929e-05,2.800000000000000000e+01,2.800000000969878045e+01,2.548682628902399383e+00,2.549999999999999822e+00,2.800000000969878045e+01,2.548682628902399383e+00,2.800000000000986233e+01,2.549999692257491013e+00
1.479268830047518512e-03,9.675661608872271509e-05,2.800000000000000000e+01,2.800000001073492939e+01,2.548636517699039317e+00,2.549999999999999822e+00,2.800000001073492939e+01,2.548636517699039317e+00,2.800000000001128342e+01,2.549999670723862355e+00
1.576025446136241227e-03,9.675661608872271509e-05,2.800000000000000000e+01,2.800000001180554321e+01,2.548591918046176907e+00,2.549999999999999822e+00,2.800000001180554321e+01,2.548591918046176907e+00,2.800000000001280753e+01,2.549999649190619166e+00
1.672782062224963942e-03,9.675661608872271509e-05,2.800000000000000000e+01,2.800000001290954188e+01,2.548548690091215541e+00,2.549999999999999822e+00,2.800000001290954188e+01,2.548548690091215541e+00,2.800000000001443112e+01,2.549999627657750789e+00
1.769538678313686657e-03,9.675661608872271509e-05,2.800000000000000000e+01,2.800000001404593775e+01,2.548506714558759434e+00,2.549999999999999822e+00,2.800000001404593775e+01,2.548506714558759434e+00,2.800000000001614708e+01,2.549999606125243456e+00
