time_s,q2_center_T,q1_center_T,q2_surface_T,q1_surface_T,q2_center_C,q1_center_C,q2_surface_C,q1_surface_C
1005,29.148713053316133,29.72022002735401,31.47208114128652,32.298731721528647,2.5499999887925138,2.5499999993665758,1.8013986350086055,1.7187332216590416
1006,29.151595162418793,29.724162451233649,31.47636719253866,32.303747600203813,2.5499999885781337,2.5499999993531941,1.8011366792615044,1.7184037678372788
1007,29.154480177104947,29.728107880125023,31.48064945082173,32.3087579995168,2.5499999883600695,2.549999999339557,1.8008749347100306,1.7180745492508864
1008,29.157368094156976,29.732056311764804,31.484927995525741,32.313763024783697,2.5499999881382647,2.5499999993256584,1.8006134011140469,1.7177455655134335
1009,29.160258910446291,29.736007744037639,31.489202903101937,32.318762777614985,2.5499999879126638,2.5499999993114963,1.8003520782328655,1.7174168162402712
1010,29.16315262293562,29.73996217497028,31.493474247537552,32.323757356112544,2.5499999876832091,2.5499999992970652,1.8000909658252888,1.7170883010484872
1011,29.166049228674236,29.743919602725466,31.497742100115932,32.328746855058867,2.5499999874498425,2.5499999992823592,1.7998300636496221,1.7167600195568531
1012,29.168948724800458,29.747880025595141,31.502006529872531,32.33373136608185,2.5499999872125065,2.5499999992673774,1.7995693714637149,1.7164319713857776
1013,29.171851108537794,29.751843441993525,31.506267603519813,32.33871097781789,2.5499999869711405,2.5499999992521105,1.7993088890249771,1.7161041561572705
1014,29.174756377193997,29.755809850449726,31.510525385580085,32.343685776061008,2.5499999867256848,2.5499999992365563,1.7990486160904053,1.7157765734948958
1015,29.177664528160822,29.759779249600065,31.514779938611117,32.348655843900737,2.5499999864760774,2.5499999992207107,1.7987885524166167,1.7154492230237381
1016,29.180575558908931,29.763751638180114,31.519031323107153,32.353621261855075,2.5499999862222564,2.5499999992045681,1.7985286977598574,1.7151221043703668
1017,29.183489466990341,29.767727015016273,31.523279597819901,32.358582107987559,2.5499999859641598,2.5499999991881213,1.7982690518760442,1.7147952171628034
1018,29.186406250030799,29.771705379017273,31.527524819621423,32.363538458022965,2.5499999857017239,2.5499999991713684,1.7980096145207634,1.7144685610304895
1019,29.189325905733387,29.775686729165432,31.531767043805409,32.368490385454258,2.5499999854348858,2.5499999991543034,1.7977503854493191,1.7141421356042612
1020,29.192248431871214,29.779671064507653,31.536006324001303,32.373437961643866,2.5499999851635788,2.5499999991369204,1.7974913644167343,1.7138159405163171
1021,29.195173826312345,29.783658384147838,31.540365628975191,32.378540323770792,2.5499999848877373,2.5499999991192146,1.7972326226277051,1.713490000116759
1022,29.198102086910229,29.787648687231229,31.544822075482454,32.383768027642347,2.5499999846072954,2.5499999991011792,1.7969742051284159,1.71316430962753
1023,29.20103321166264,29.791641972944763,31.549339778334339,32.389074627998326,2.5499999843221848,2.5499999990828135,1.7967161037631361,1.7128388614968804
1024,29.203967198599869,29.795638240501138,31.55390598911238,32.394443605894011,2.5499999840323366,2.5499999990641058,1.7964583147222126,1.7125136527983107
1025,29.206904045808528,29.799637489131051,31.558513372921684,32.399865446855046,2.5499999837376839,2.5499999990450553,1.7962008353385384,1.7121886816892133
1026,29.209843751428071,29.803639718073658,31.563157002030742,32.405333754397113,2.5499999834381546,2.5499999990256534,1.7959436634979309,1.7118639468103458
1027,29.212786313647264,29.807644926567242,31.567833276843562,32.410843850632396,2.5499999831336773,2.549999999005895,1.795686797414991,1.7115394470695693
1028,29.21573173070043,29.811653113839828,31.572539420490532,32.416392125246411,2.5499999828241813,2.5499999989857769,1.7954302355226184,1.7112151815412131
1029,29.218680000863806,29.815664279099906,31.577273210967029,32.421975685536253,2.5499999825095938,2.5499999989652893,1.7951739764105372,1.7108911494119607
1030,29.221631122451583,29.819678421527332,31.582032817991571,32.427592148243093,2.5499999821898407,2.5499999989444286,1.7949180187861982,1.7105673499486516
1031,29.22458509381206,29.82369554026431,31.586816701924437,32.433239507605521,2.5499999818648487,2.5499999989231878,1.7946623614494193,1.7102437824778594
1032,29.22754191332367,29.827715634406584,31.59162354594282,32.438916046311256,2.5499999815345396,2.549999998901562,1.7944070032746973,1.7099204463721063
1033,29.230501579390964,29.83173870299477,31.596452208219389,32.444620273687704,2.5499999811988405,2.5499999988795441,1.794151943198238,1.7095973410402834
1034,29.233464090440574,29.835764745005928,31.601301686038237,32.450350880709834,2.5499999808576712,2.5499999988571278,1.793897180207904,1.709274465920672
1035,29.236429444917153,29.839793759345397,31.606171090579057,32.456106706548489,2.5499999805109543,2.5499999988343069,1.7936427133358281,1.7089518204757534
1036,29.239397641279325,29.84382574483886,31.611059628074081,32.461886713299016,2.5499999801586113,2.5499999988110744,1.7933885416526676,1.7086294041882828
1037,29.242368677995572,29.84786070022454,31.615966584183365,32.467689966195579,2.5499999798005613,2.5499999987874253,1.7931346642627628,1.7083072165582067
1038,29.245342553540212,29.851898624145893,31.620891311659609,32.47351561794428,2.549999979436723,2.5499999987633508,1.792881080300176,1.7079852571002283
1039,29.248319266389323,29.85593951514441,31.625833220653462,32.479362896346991,2.5499999790670156,2.5499999987388451,1.792627788925466,1.7076635253418704
1040,29.251298815016781,29.859983371652817,31.630791771222555,32.485231094137397,2.5499999786913539,2.5499999987139019,1.7923747893230808,1.7073420208218923
1041,29.25428119789024,29.864030191988459,31.635766467041272,32.491119560596424,2.5499999783096543,2.5499999986885138,1.7921220806991274,1.7070207430889739
1042,29.257266413467267,29.868079974347172,31.640756849933975,32.497027694629764,2.5499999779218321,2.5499999986626731,1.7918696622793973,1.7066996917006292
1043,29.260254460191405,29.872132716797267,31.645762495307821,32.502954939008248,2.5499999775278011,2.5499999986363746,1.7916175333076685,1.7063788662223065
1044,29.263245336488477,29.876188417273994,31.650783008415967,32.508900775448247,2.5499999771274751,2.5499999986096085,1.7913656930442674,1.7060582662266044
1045,29.266239040762763,29.880247073574264,31.655818021132248,32.514864720449289,2.5499999767207631,2.5499999985823694,1.7911141407647888,1.7057378912926227
1046,29.269235571393367,29.884308683351634,31.660867189088425,32.520846321658894,2.5499999763075771,2.5499999985546493,1.790862875758946,1.7054177410053841
1047,29.272234926730697,29.888373244111762,31.665930189609274,32.526845154819341,2.5499999758878293,2.5499999985264399,1.7906118973296816,1.7050978149553446
1048,29.275237105092916,29.892440753208021,31.671006719514359,32.532860821098936,2.5499999754614233,2.5499999984977344,1.7903612047922488,1.70477811273798
1049,29.278242104762658,29.896511207837634,31.67609649326819,32.53889294473673,2.5499999750282707,2.5499999984685262,1.7901107974734094,1.7044586339533958
1050,29.281249923983665,29.900584605037977,31.681199241405466,32.54494117099199,2.5499999745882755,2.5499999984388055,1.7898606747107368,1.704139378206009
1051,29.284260560957673,29.9046609416833,31.686314709219168,32.551005164309494,2.5499999741413442,2.5499999984085657,1.7896108358519991,1.7038203451042502
1052,29.287274013841216,29.908740214481774,31.691442655267711,32.557084606730342,2.5499999736873802,2.5499999983777974,1.7893612802544929,1.7035015342603044
1053,29.290290280742852,29.912822419972965,31.696582850612767,32.563179196481492,2.5499999732262864,2.5499999983464927,1.7891120072846411,1.7031829452898881
1054,29.293309359720247,29.916907554525626,31.701735077710026,32.569288646702653,2.5499999727579645,2.5499999983146453,1.7888630163174695,1.702864577812037
1055,29.296331248777328,29.920995614335922,31.706899129422677,32.57541268430321,2.549999972282317,2.549999998282245,1.788614306736124,1.7025464314489234
1056,29.299355945861976,29.925086595426009,31.712074808516363,32.581551048942167,2.5499999717992421,2.5499999982492834,1.7883658779315805,1.7022285058256856
1057,29.302383448863509,29.929180493643148,31.717261926768501,32.587703492099202,2.5499999713086381,2.5499999982157524,1.788117729302211,1.7019108005702792
1058,29.305413755610182,29.933277304659214,31.722460304274748,32.593869776252092,2.5499999708104011,2.5499999981816432,1.7878698602534175,1.7015933153133376
1059,29.308446863867296,29.937377023970722,31.727669769011253,32.600049674123653,2.5499999703044298,2.5499999981469466,1.787622270197379,1.7012760496880477
1060,29.311482771335399,29.941479646899463,31.732890156314379,32.606242968005034,2.5499999697906168,2.5499999981116543,1.7873749585527674,1.700959003330039
1061,29.314521475647631,29.945585168593581,31.738121308115481,32.612449449125421,2.5499999692688569,2.5499999980757582,1.7871279247443541,1.700642175877277
1062,29.317562974369366,29.949693584029276,31.743363072971473,32.618668917086019,2.549999968739042,2.5499999980392452,1.7868811682029597,1.700325566969964
1063,29.320607264995331,29.953804888013121,31.748615305173821,32.624901179330877,2.5499999682010626,2.5499999980021104,1.7866346883650104,1.7000091762504552
